ID	gene
"comp13534_c0_seq2_m.17310"	"abil5_orysj ame: full=probable protein abil5 ame: full=abl interactor-like protein 5"
"comp13535_c0_seq1_m.6964"	"grf6_orysj ame: full=growth-regulating factor 6 short= 6 ame: full=transcription activator grf6"
"comp13536_c0_seq1_m.6965"	"kad1_orysj ame: full=probable adenylate kinase chloroplastic ame: full=adenylate monophosphate kinase 1 flags: precursor"
"comp13537_c0_seq1_m.6966"	"cp74_linus ame: full=allene oxide chloroplastic ame: full=cytochrome p450 74a ame: full=hydroperoxide dehydrase flags: precursor"
"comp13538_c0_seq1_m.26642"	"aspg2_arath ame: full=protein aspartic protease in guard cell 2 short= 2 flags: precursor"
"comp13538_c0_seq1_m.26643"	"aspg2_arath ame: full=protein aspartic protease in guard cell 2 short= 2 flags: precursor"
"comp13539_c0_seq1_m.21916"	"pfd6_mouse ame: full=prefoldin subunit 6 ame: full=protein ke2"
"comp13541_c0_seq1_m.17440"	"mcm3_arath ame: full=dna replication licensing factor mcm3 ame: full=minichromosome maintenance protein 3 short= 3"
"comp13541_c0_seq1_m.17441"	"mcm3_arath ame: full=dna replication licensing factor mcm3 ame: full=minichromosome maintenance protein 3 short= 3"
"comp13541_c1_seq1_m.17442"	"mcm3_arath ame: full=dna replication licensing factor mcm3 ame: full=minichromosome maintenance protein 3 short= 3"
"comp13542_c0_seq1_m.19440"	"bpc2_arath ame: full=protein basic pentacysteine2 short= 2 ame: full=gaga-binding transcriptional activator bbr bpc2"
"comp13542_c0_seq2_m.19441"	"bpc2_arath ame: full=protein basic pentacysteine2 short= 2 ame: full=gaga-binding transcriptional activator bbr bpc2"
"comp13543_c0_seq1_m.31711"	"arid2_arath ame: full=at-rich interactive domain-containing protein 2 short=arid domain-containing protein 2 ame: full=arid and elm2 domain-containing protein 2"
"comp13544_c0_seq1_m.6968"	"acyp_sphww ame: full=acylphosphatase ame: full=acylphosphate phosphohydrolase"
"comp13545_c0_seq1_m.28412"	"ide1_arath ame: full=insulin-degrading enzyme-like peroxisomal ame: full=insulysin-like 1 ame: full=peroxisomal m16 protease ame: full=zinc-metallopeptidase"
"comp13545_c1_seq1_m.28413"	"ide1_arath ame: full=insulin-degrading enzyme-like peroxisomal ame: full=insulysin-like 1 ame: full=peroxisomal m16 protease ame: full=zinc-metallopeptidase"
"comp13545_c2_seq1_m.28414"	"ide1_arath ame: full=insulin-degrading enzyme-like peroxisomal ame: full=insulysin-like 1 ame: full=peroxisomal m16 protease ame: full=zinc-metallopeptidase"
"comp13546_c0_seq1_m.6969"	"y3567_arath ame: full=btb poz domain-containing protein at3g05675"
"comp13547_c0_seq1_m.6970"	"pr5_arath ame: full=pathogenesis-related protein 5 short=pr-5 flags: precursor"
"comp13548_c0_seq1_m.20693"	"vap12_arath ame: full=vesicle-associated protein 1-2 ame: full=plant vap homolog 12 short= 12 ame: full=vamp-associated protein 1-2 contains: ame: full=vesicle-associated protein 1- n-terminally processed"
"comp13548_c0_seq2_m.20694"	"vap12_arath ame: full=vesicle-associated protein 1-2 ame: full=plant vap homolog 12 short= 12 ame: full=vamp-associated protein 1-2 contains: ame: full=vesicle-associated protein 1- n-terminally processed"
"comp13549_c0_seq1_m.6971"	"pnsb5_arath ame: full=photosynthetic ndh subunit of subcomplex b chloroplastic short=protein 5 ame: full=nad h dehydrogenase 18 flags: precursor"
"comp13550_c0_seq2_m.20950"	"plp2_arath ame: full=patatin-like protein 2 short= 2 ame: full=patatin-related phospholipase a iialpha short=pplaiia ame: full=phospholipase a iia short="
"comp13550_c1_seq1_m.20951"	"plp2_arath ame: full=patatin-like protein 2 short= 2 ame: full=patatin-related phospholipase a iialpha short=pplaiia ame: full=phospholipase a iia short="
"comp13551_c0_seq1_m.6972"	"fut1_arath ame: full=galactoside 2-alpha-l-fucosyltransferase ame: full=xyloglucan alpha-( )-fucosyltransferase short= 1"
"comp13551_c0_seq1_m.6973"	"fut1_arath ame: full=galactoside 2-alpha-l-fucosyltransferase ame: full=xyloglucan alpha-( )-fucosyltransferase short= 1"
"comp13552_c0_seq1_m.23359"	"ttl1_arath ame: full=tpr repeat-containing thioredoxin ttl1 ame: full=tetratricopeptide repeat thioredoxin-like 1"
"comp13552_c0_seq1_m.23360"	"ttl4_arath ame: full=tpr repeat-containing thioredoxin ttl4 ame: full=tetratricopeptide repeat thioredoxin-like 4"
"comp13552_c0_seq1_m.23361"	"ttl4_arath ame: full=tpr repeat-containing thioredoxin ttl4 ame: full=tetratricopeptide repeat thioredoxin-like 4"
"comp13552_c0_seq2_m.23362"	"ttl1_arath ame: full=tpr repeat-containing thioredoxin ttl1 ame: full=tetratricopeptide repeat thioredoxin-like 1"
"comp13553_c0_seq1_m.36954"	"eif3b_arath ame: full=eukaryotic translation initiation factor 3 subunit b short=eif3b ame: full=eif-3-eta ame: full=eif3 p110 ame: full=p82"
"comp13553_c0_seq1_m.36955"	"eif3b_tobac ame: full=eukaryotic translation initiation factor 3 subunit b short=eif3b ame: full=eif-3-eta ame: full=eif3 p110"
"comp13554_c0_seq1_m.6974"	"mana1_arath ame: full=alpha-mannosidase at3g26720 flags: precursor"
"comp13554_c0_seq1_m.6975"	"mana2_arath ame: full=probable alpha-mannosidase at5g13980 flags: precursor"
"comp13555_c0_seq1_m.32325"	"p2c30_arath ame: full=probable protein phosphatase 2c 30 short= 2c30 ame: full= 2c5"
"comp13557_c0_seq1_m.23631"	"gpma_paruw ame: full= -bisphosphoglycerate-dependent phosphoglycerate mutase short=bpg-dependent pgam short=pgam short=phosphoglyceromutase short=dpgm"
"comp13557_c0_seq2_m.23632"	"gpma_paruw ame: full= -bisphosphoglycerate-dependent phosphoglycerate mutase short=bpg-dependent pgam short=pgam short=phosphoglyceromutase short=dpgm"
"comp13557_c1_seq1_m.23633"	"gpma_paruw ame: full= -bisphosphoglycerate-dependent phosphoglycerate mutase short=bpg-dependent pgam short=pgam short=phosphoglyceromutase short=dpgm"
"comp13558_c0_seq1_m.6977"	"lor15_arath ame: full=protein lurp-one-related 15"
"comp13559_c0_seq1_m.6978"	"acr10_arath ame: full=act domain-containing protein acr10 ame: full=protein act domain repeats 10"
"comp13560_c0_seq1_m.16812"	"mam33_schpo ame: full=mitochondrial acidic protein mam33 flags: precursor"
"comp13561_c0_seq1_m.6979"	"pap8_arath ame: full=probable plastid-lipid-associated protein chloroplastic ame: full=fibrillin-6 flags: precursor"
"comp13562_c0_seq1_m.6980"	"ftsh_tobac ame: full=atp-dependent zinc metalloprotease chloroplastic ame: full=ds9 flags: precursor"
"comp13564_c0_seq1_m.6981"	"cngc6_arath ame: full=probable cyclic nucleotide-gated ion channel 6 short= 6 ame: full=cyclic nucleotide- and calmodulin-regulated ion channel 6"
"comp13565_c0_seq1_m.36691"	"anm14_arath ame: full=probable histone-arginine methyltransferase short= 14 ame: full=coactivator-associated methyltransferase 1b ame: full=protein arginine n-methyltransferase 4a short= 4a"
"comp13565_c0_seq1_m.36692"	"carm1_orysj ame: full=probable histone-arginine methyltransferase carm1 ame: full=protein arginine n-methyltransferase 4"
"comp13565_c0_seq2_m.36693"	"anm13_arath ame: full=probable histone-arginine methyltransferase short= 13 ame: full=coactivator-associated methyltransferase 1a ame: full=protein arginine n-methyltransferase 4b short= 4b"
"comp13566_c0_seq1_m.6982"	"rdr2_arath ame: full=rna-dependent rna polymerase 2 short= 2 ame: full=protein silencing movement deficient 1 ame: full=rna-directed rna polymerase 2"
"comp13566_c0_seq1_m.6983"	"rdr2_arath ame: full=rna-dependent rna polymerase 2 short= 2 ame: full=protein silencing movement deficient 1 ame: full=rna-directed rna polymerase 2"
"comp13567_c0_seq1_m.6984"	"cdc2c_antma ame: full=cell division control protein 2 homolog c"
"comp13568_c0_seq1_m.6985"	"y5262_arath ame: full=ankyrin repeat-containing protein at5g02620"
"comp13568_c0_seq1_m.6986"	"y5262_arath ame: full=ankyrin repeat-containing protein at5g02620"
"comp13569_c0_seq1_m.33813"	"p24d9_arath ame: full=transmembrane emp24 domain-containing protein p24delta9 ame: full=p24 family protein delta2c short=p24delta2c ame: full=p24 family protein delta9 short=p24delta9 flags: precursor"
"comp13569_c0_seq1_m.33814"	"p24d8_arath ame: full=transmembrane emp24 domain-containing protein p24delta8 ame: full=p24 family protein delta2b short=p24delta2b ame: full=p24 family protein delta8 short=p24delta8 flags: precursor"
"comp1356_c0_seq1_m.361"	"y1343_arath ame: full=g-type lectin s-receptor-like serine threonine-protein kinase at1g34300 flags: precursor"
"comp1356_c0_seq1_m.362"	"y1343_arath ame: full=g-type lectin s-receptor-like serine threonine-protein kinase at1g34300 flags: precursor"
"comp13570_c0_seq1_m.6987"	"med7a_arath ame: full=mediator of rna polymerase ii transcription subunit 7a"
"comp13571_c0_seq1_m.35670"	"6hn3m_psefl ame: full=6-hydroxynicotinate 3-monooxygenase flags: precursor"
"comp13572_c0_seq1_m.22906"	"40g3_orysj ame: full=ricin b-like lectin r40g3 ame: full=osr40g3"
"comp13572_c0_seq2_m.22907"	"40g3_orysj ame: full=ricin b-like lectin r40g3 ame: full=osr40g3"
"comp13572_c0_seq3_m.22908"	"40g3_orysj ame: full=ricin b-like lectin r40g3 ame: full=osr40g3"
"comp13572_c0_seq5_m.22910"	"40g3_orysj ame: full=ricin b-like lectin r40g3 ame: full=osr40g3"
"comp13572_c0_seq6_m.22911"	"40g3_orysj ame: full=ricin b-like lectin r40g3 ame: full=osr40g3"
"comp13573_c0_seq1_m.6988"	"psmd4_arath ame: full=26s proteasome non-atpase regulatory subunit 4 homolog ame: full=26s proteasome regulatory subunit rpn10 short= 10 ame: full=26s proteasome regulatory subunit s5a homolog ame: full=multiubiquitin chain-binding protein 1 short= 1"
"comp13575_c0_seq1_m.6990"	"rd23d_arath ame: full=ubiquitin receptor rad23d short= 23d ame: full= dna repair protein rad23-4 ame: full=rad23-like protein 4 short= 23-4"
"comp13576_c0_seq1_m.39096"	"aml1_arath ame: full=protein mei2-like 1 short=aml1 ame: full=mei2-like protein 1"
"comp13576_c0_seq1_m.39097"	"aml1_arath ame: full=protein mei2-like 1 short=aml1 ame: full=mei2-like protein 1"
"comp13576_c0_seq2_m.39098"	"oml4_orysj ame: full=protein mei2-like 4 short=oml4 ame: full=mei2-like protein 4"
"comp135779_c0_seq1_m.13755"	"sus5_orysj ame: full=sucrose synthase 5 short= 5 ame: full=sucrose-udp glucosyltransferase 5"
"comp135779_c0_seq1_m.13756"	"sus5_orysj ame: full=sucrose synthase 5 short= 5 ame: full=sucrose-udp glucosyltransferase 5"
"comp13578_c0_seq1_m.37217"	"cyt5_arath ame: full=cysteine proteinase inhibitor 5 short= -5 flags: precursor"
"comp13578_c0_seq3_m.37218"	"cyt5_arath ame: full=cysteine proteinase inhibitor 5 short= -5 flags: precursor"
"comp13578_c0_seq5_m.37219"	"cyt1_actde ame: full=cysteine proteinase inhibitor 1 short=kcpi1 ame: full=phytocystatin ame: allergen=act d 4 flags: precursor"
"comp13579_c0_seq1_m.6992"	"arfrp_rat ame: full=adp-ribosylation factor-related protein 1 short=arf-related protein 1 short=arp"
"comp13580_c0_seq1_m.32523"	"ybeg_schpo ame: full=uncharacterized wd repeat-containing protein"
"comp13580_c0_seq1_m.32524"	"pwp1_mouse ame: full=periodic tryptophan protein 1 homolog"
"comp13580_c0_seq2_m.32525"	"ybeg_schpo ame: full=uncharacterized wd repeat-containing protein"
"comp13580_c0_seq2_m.32526"	"pwp1_mouse ame: full=periodic tryptophan protein 1 homolog"
"comp13582_c0_seq1_m.34395"	"srl1_arath ame: full=pre-mrna splicing factor sr-like 1 short= 1"
"comp13582_c0_seq2_m.34398"	"srl1_arath ame: full=pre-mrna splicing factor sr-like 1 short= 1"
"comp13582_c0_seq3_m.34401"	"srl1_arath ame: full=pre-mrna splicing factor sr-like 1 short= 1"
"comp13583_c0_seq1_m.6995"	"ppr56_arath ame: full=pentatricopeptide repeat-containing protein mitochondrial flags: precursor"
"comp13584_c0_seq1_m.6996"	"ccmc_arath ame: full= cytochrome c biosynthesis ccmc-like mitochondrial protein ame: full=abc transporter i family member 3 short=abc transporter short= 3"
"comp13585_c0_seq1_m.36388"	"apbla_arath ame: full=beta-adaptin-like protein a short=at-ba-ad short=at-betaa-ad ame: full=ap complex subunit beta-a ame: full=adaptor protein complex ap subunit beta-a ame: full=beta-adaptin a ame: full=clathrin assembly protein complex beta large chain a"
"comp13585_c0_seq1_m.36389"	"apbla_arath ame: full=beta-adaptin-like protein a short=at-ba-ad short=at-betaa-ad ame: full=ap complex subunit beta-a ame: full=adaptor protein complex ap subunit beta-a ame: full=beta-adaptin a ame: full=clathrin assembly protein complex beta large chain a"
"comp13589_c0_seq2_m.33418"	"uspal_arath ame: full=universal stress protein a-like protein"
"comp1358_c0_seq1_m.363"	"dcor_datst ame: full=ornithine decarboxylase short=odc"
"comp13590_c0_seq1_m.18968"	"agt21_arath ame: full=alanine--glyoxylate aminotransferase 2 homolog mitochondrial ame: full=beta-alanine-pyruvate aminotransferase 1 flags: precursor"
"comp13590_c0_seq2_m.18970"	"agt21_arath ame: full=alanine--glyoxylate aminotransferase 2 homolog mitochondrial ame: full=beta-alanine-pyruvate aminotransferase 1 flags: precursor"
"comp13591_c0_seq1_m.32689"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq1_m.32690"	"ent2_arath ame: full=equilibrative nucleotide transporter 2 short= 2 ame: full=nucleoside transporter ent2"
"comp13591_c0_seq1_m.32691"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq2_m.32692"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq2_m.32693"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq3_m.32694"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq3_m.32695"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq5_m.32696"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13591_c0_seq5_m.32697"	"ent3_arath ame: full=equilibrative nucleotide transporter 3 short= 3 ame: full=nucleoside transporter ent3 ame: full=protein fluorouridine resistant 1"
"comp13593_c1_seq1_m.18906"	"uptg_pea ame: full=alpha- -glucan-protein synthase"
"comp13593_c1_seq2_m.18907"	"rgp3_arath ame: full=udp-arabinopyranose mutase 3 ame: full=reversibly glycosylated polypeptide 3 short= 3 ame: full=udp-l-arabinose mutase 3"
"comp13593_c1_seq3_m.18908"	"uptg2_soltu ame: full=alpha- -glucan-protein synthase"
"comp13593_c1_seq3_m.18909"	"rgp1_arath ame: full=udp-arabinopyranose mutase 1 ame: full=reversibly glycosylated polypeptide 1 short= 1 ame: full=udp-l-arabinose mutase 1"
"comp13593_c1_seq3_m.18910"	"rgp1_orysj ame: full=udp-arabinopyranose mutase 1 short= 1 ame: full=reversibly glycosylated polypeptide 1 ame: full=udp-l-arabinose mutase 1"
"comp13594_c0_seq1_m.6997"	"tho7b_arath ame: full=tho complex subunit 7b ame: full=tho complex subunit 7 short= 7"
"comp13595_c0_seq1_m.6998"	"wtr6_arath ame: full=wat1-related protein at1g25270"
"comp13595_c0_seq1_m.6999"	"wtr6_arath ame: full=wat1-related protein at1g25270"
"comp13596_c2_seq1_m.21964"	"act5_soltu ame: full=actin-66"
"comp13598_c0_seq1_m.7000"	"psa3_arath ame: full=proteasome subunit alpha type-3 ame: full=20s proteasome alpha subunit g-1 ame: full= i 17a-2a ame: full=proteasome component 8 ame: full=proteasome subunit alpha type-7"
"comp13599_c0_seq1_m.7002"	"ftz21_arath ame: full=cell division protein homolog 2- chloroplastic short= tsz2-1 ame: full=plastid division protein ftsz2-1 flags: precursor"
"comp13600_c0_seq1_m.31142"	"apy7_arath ame: full=probable apyrase 7 short= 7 ame: full=atp-diphosphatase ame: full=atp-diphosphohydrolase ame: full=adenosine diphosphatase short=adpase ame: full=ntpdase ame: full=nucleoside triphosphate diphosphohydrolase 7"
"comp13600_c0_seq1_m.31143"	"apy7_arath ame: full=probable apyrase 7 short= 7 ame: full=atp-diphosphatase ame: full=atp-diphosphohydrolase ame: full=adenosine diphosphatase short=adpase ame: full=ntpdase ame: full=nucleoside triphosphate diphosphohydrolase 7"
"comp13600_c0_seq2_m.31144"	"apy7_arath ame: full=probable apyrase 7 short= 7 ame: full=atp-diphosphatase ame: full=atp-diphosphohydrolase ame: full=adenosine diphosphatase short=adpase ame: full=ntpdase ame: full=nucleoside triphosphate diphosphohydrolase 7"
"comp13602_c0_seq1_m.7004"	"ccr1_arath ame: full=cinnamoyl- reductase 1 short= 1 ame: full=protein irregular xylem 4"
"comp13604_c0_seq1_m.16548"	"ppr58_arath ame: full=pentatricopeptide repeat-containing protein mitochondrial flags: precursor"
"comp13604_c0_seq2_m.16549"	"ppr58_arath ame: full=pentatricopeptide repeat-containing protein mitochondrial flags: precursor"
"comp13605_c0_seq1_m.25636"	"pbs1_arath ame: full=serine threonine-protein kinase pbs1 ame: full= phb susceptible protein 1"
"comp13605_c0_seq1_m.25637"	"pbs1_arath ame: full=serine threonine-protein kinase pbs1 ame: full= phb susceptible protein 1"
"comp13605_c0_seq1_m.25638"	"pbs1_arath ame: full=serine threonine-protein kinase pbs1 ame: full= phb susceptible protein 1"
"comp13605_c0_seq2_m.25639"	"pbs1_arath ame: full=serine threonine-protein kinase pbs1 ame: full= phb susceptible protein 1"
"comp13605_c0_seq2_m.25640"	"pbs1_arath ame: full=serine threonine-protein kinase pbs1 ame: full= phb susceptible protein 1"
"comp13605_c0_seq2_m.25641"	"pbs1_arath ame: full=serine threonine-protein kinase pbs1 ame: full= phb susceptible protein 1"
"comp13606_c0_seq1_m.25358"	"rga4_solbu ame: full= disease resistance protein rga4 ame: full=rga4-blb"
"comp13606_c0_seq2_m.25359"	"rga4_solbu ame: full= disease resistance protein rga4 ame: full=rga4-blb"
"comp13607_c0_seq1_m.39206"	"rsc5_dicdi ame: full=random slug protein 5 ame: full=cral-trio domain-containing protein 5"
"comp13607_c0_seq2_m.39208"	"rsc5_dicdi ame: full=random slug protein 5 ame: full=cral-trio domain-containing protein 5"
"comp13608_c0_seq1_m.7005"	"tbca_arath ame: full=tubulin-folding cofactor a short= short=cfa ame: full=protein kiesel ame: full=tcp1-chaperonin cofactor a ame: full=tubulin-specific chaperone a"
"comp13609_c1_seq1_m.15873"	"asol_brana ame: full=l-ascorbate oxidase homolog flags: precursor"
"comp13609_c1_seq1_m.15874"	"pub8_arath ame: full=u-box domain-containing protein 8 ame: full=plant u-box protein 8 ame: full=ring-type e3 ubiquitin transferase pub8"
"comp13609_c1_seq2_m.15876"	"asol_brana ame: full=l-ascorbate oxidase homolog flags: precursor"
"comp13613_c0_seq1_m.29384"	"pgml1_arath ame: full=phosphoglycerate mutase-like protein 1"
"comp13613_c0_seq2_m.29386"	"pgml1_arath ame: full=phosphoglycerate mutase-like protein 1"
"comp13613_c0_seq3_m.29387"	"pgml1_arath ame: full=phosphoglycerate mutase-like protein 1"
"comp13613_c0_seq4_m.29388"	"pgml1_arath ame: full=phosphoglycerate mutase-like protein 1"
"comp13613_c0_seq5_m.29390"	"pgml1_arath ame: full=phosphoglycerate mutase-like protein 1"
"comp13613_c0_seq6_m.29391"	"pgml1_arath ame: full=phosphoglycerate mutase-like protein 1"
"comp13614_c0_seq1_m.34130"	"apt3_arath ame: full=adenine phosphoribosyltransferase 3"
"comp13615_c0_seq1_m.31629"	"y5600_arath ame: full=btb poz domain-containing protein at5g60050"
"comp13615_c0_seq1_m.31630"	"y5600_arath ame: full=btb poz domain-containing protein at5g60050"
"comp13617_c0_seq1_m.7008"	"acfr4_arath ame: full=probable transmembrane ascorbate ferrireductase 4 ame: full=artb561-4 ame: full=cytochrome b-561d ame: full=protein"
"comp13618_c0_seq1_m.7009"	"hsp12_solpe ame: full= kda class i heat shock protein ame: full="
"comp13618_c0_seq1_m.7010"	"hsp12_solpe ame: full= kda class i heat shock protein ame: full="
"comp13619_c0_seq1_m.30441"	"mmta2_mouse ame: full=multiple myeloma tumor-associated protein 2 homolog"
"comp13620_c0_seq1_m.23961"	"cyti_vigun ame: full=cysteine proteinase inhibitor ame: full=cystatin"
"comp13620_c0_seq2_m.23962"	"cyti_vigun ame: full=cysteine proteinase inhibitor ame: full=cystatin"
"comp13620_c0_seq3_m.23963"	"cyti_vigun ame: full=cysteine proteinase inhibitor ame: full=cystatin"
"comp13620_c0_seq4_m.23964"	"cyti_vigun ame: full=cysteine proteinase inhibitor ame: full=cystatin"
"comp13621_c0_seq1_m.25335"	"bh148_arath ame: full=transcription factor bhlh148 ame: full=atbs1 interacting factor 2 ame: full=basic helix-loop-helix protein 148 short= 148 short=bhlh 148 ame: full=transcription factor en 143 ame: full=bhlh transcription factor bhlh148"
"comp13622_c0_seq1_m.25195"	"omt3_humlu ame: full=probable o-methyltransferase 3 short= 3"
"comp13623_c0_seq1_m.37222"	"ppr2_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic flags: precursor"
"comp13625_c0_seq1_m.29258"	"lrx4_arath ame: full=leucine-rich repeat extensin-like protein 4 short= 4 short=lrr extensin4 ame: full=cell wall hydroxyproline-rich glycoprotein flags: precursor"
"comp13626_c0_seq1_m.7011"	"gltp1_arath ame: full=glycolipid transfer protein 1"
"comp13627_c0_seq1_m.7012"	"cpl1_arath ame: full=rna polymerase ii c-terminal domain phosphatase-like 1 short=fcp-like 1 ame: full=carboxyl-terminal phosphatase-like 1 short= 1 short=ctd phosphatase-like 1 ame: full=protein fiery 2 ame: full=protein jasmonate overexpressing 1 ame: full=protein shiny 4"
"comp13628_c0_seq1_m.7014"	"adhl6_arath ame: full=alcohol dehydrogenase-like 6"
"comp13629_c0_seq1_m.19350"	"drts_dauca ame: full=bifunctional dihydrofolate reductase-thymidylate synthase short=dhfr-ts includes: ame: full=dihydrofolate reductase includes: ame: full=thymidylate synthase"
"comp13629_c0_seq1_m.19351"	"drts1_arath ame: full=bifunctional dihydrofolate reductase-thymidylate synthase 1 short=dhfr-ts 1 includes: ame: full=dihydrofolate reductase includes: ame: full=thymidylate synthase"
"comp13630_c0_seq1_m.7015"	"pp322_arath ame: full=pentatricopeptide repeat-containing protein chloroplastic flags: precursor"
"comp13631_c0_seq1_m.7016"	"im30_orysj ame: full=probable membrane-associated 30 kda chloroplastic flags: precursor"
"comp13632_c0_seq1_m.7017"	"itpa_vitvi ame: full=inosine triphosphate pyrophosphatase short=itpase short=inosine triphosphatase ame: full=non-canonical purine ntp pyrophosphatase ame: full=non-standard purine ntp pyrophosphatase ame: full=nucleoside-triphosphate diphosphatase ame: full=nucleoside-triphosphate pyrophosphatase short=ntpase"
"comp13633_c0_seq1_m.15316"	"xpo4_mouse ame: full=exportin-4 short=exp4"
"comp13633_c0_seq8_m.15318"	"p4h10_arath ame: full=probable prolyl 4-hydroxylase 10 short= 4h10"
"comp13633_c0_seq9_m.15319"	"p4h10_arath ame: full=probable prolyl 4-hydroxylase 10 short= 4h10"
"comp13634_c0_seq1_m.35784"	"dcn1m_dicdi ame: full=dcn1-like protein 2 ame: full=defective in cullin neddylation protein 1-like protein 2"
"comp13634_c0_seq1_m.35785"	"dcn1m_dicdi ame: full=dcn1-like protein 2 ame: full=defective in cullin neddylation protein 1-like protein 2"
"comp13636_c0_seq1_m.31349"	"maom_soltu ame: full=nad-dependent malic enzyme 62 kda mitochondrial short=nad-me flags: precursor"
"comp13636_c0_seq1_m.31350"	"maom_soltu ame: full=nad-dependent malic enzyme 62 kda mitochondrial short=nad-me flags: precursor"
"comp13636_c0_seq1_m.31351"	"mao1_arath ame: full=nad-dependent malic enzyme mitochondrial short= -me1 short=nad-malic enzyme 1 flags: precursor"
"comp13637_c0_seq1_m.7019"	"dnj13_arath ame: full=chaperone protein dnaj 13 short= jb13 short= 13"
"comp13637_c0_seq1_m.7020"	"dnj13_arath ame: full=chaperone protein dnaj 13 short= jb13 short= 13"
"comp13639_c0_seq1_m.21899"	"arf4_arath ame: full=probable adp-ribosylation factor at2g15310"
"comp13639_c0_seq2_m.21900"	"arf4_arath ame: full=probable adp-ribosylation factor at2g15310"
"comp13639_c0_seq3_m.21901"	"arf4_arath ame: full=probable adp-ribosylation factor at2g15310"
"comp13639_c0_seq4_m.21902"	"arf4_arath ame: full=probable adp-ribosylation factor at2g15310"
"comp13639_c0_seq4_m.21903"	"arf1_orysj ame: full=adp-ribosylation factor 1 ame: full=13 kda cold-induced protein"
"comp13644_c0_seq1_m.7024"	"cscl4_arath ame: full=csc1-like protein at3g21620"
"comp13645_c0_seq1_m.16674"	"u87a1_arath ame: full=udp-glycosyltransferase 87a1"
"comp13645_c0_seq1_m.16675"	"u87a2_arath ame: full=udp-glycosyltransferase 87a2"
"comp13647_c0_seq1_m.31662"	"erf83_arath ame: full=ethylene-responsive transcription factor 7 short= 7 ame: full=ethylene-responsive element-binding factor 7 short=erebp-7"
"comp13649_c0_seq1_m.30705"	"ptr3_arath ame: full=protein nrt1 ptr family short= ame: full=peptide transporter ptr3-a short= 3"
"comp13649_c0_seq1_m.30706"	"ptr3_arath ame: full=protein nrt1 ptr family short= ame: full=peptide transporter ptr3-a short= 3"
"comp13649_c0_seq2_m.30707"	"ptr3_arath ame: full=protein nrt1 ptr family short= ame: full=peptide transporter ptr3-a short= 3"
"comp13649_c0_seq2_m.30708"	"ptr3_arath ame: full=protein nrt1 ptr family short= ame: full=peptide transporter ptr3-a short= 3"
"comp13649_c0_seq3_m.30709"	"ptr3_arath ame: full=protein nrt1 ptr family short= ame: full=peptide transporter ptr3-a short= 3"
"comp13649_c0_seq4_m.30710"	"ptr3_arath ame: full=protein nrt1 ptr family short= ame: full=peptide transporter ptr3-a short= 3"
"comp13652_c0_seq1_m.27439"	"y1686_arath ame: full=uncharacterized membrane protein at1g16860"
"comp13652_c0_seq2_m.27441"	"y1686_arath ame: full=uncharacterized membrane protein at1g16860"
"comp13653_c0_seq1_m.26969"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13653_c0_seq1_m.26970"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13653_c0_seq1_m.26972"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13653_c0_seq1_m.26973"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13653_c0_seq2_m.26974"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13653_c0_seq2_m.26975"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
"comp13653_c0_seq2_m.26977"	"atxr3_arath ame: full=histone-lysine n-methyltransferase atxr3 ame: full=protein set domain group 2 ame: full=trithorax-related protein 3 short=trx-related protein 3"
