id	go
comp11852_c0_seq1_m.5750	GO:0005618,GO:0005737,GO:0005515,GO:0010326,GO:0030170,GO:0036137,GO:0009058,GO:0043648,GO:0070189
comp11854_c0_seq1_m.5752	GO:0016021,GO:0030133,GO:0017022
comp11855_c0_seq1_m.5753	GO:0005654,GO:0004725,GO:0008330,GO:0017017,GO:0006470,GO:0044699,GO:0050794
comp11856_c0_seq1_m.5754	GO:0000151,GO:0000794,GO:0005819,GO:0005829,GO:0009524,GO:0005515,GO:0009733,GO:0009753,GO:0009755,GO:0009793,GO:0010087,GO:0010265,GO:0042752,GO:0048366
comp11857_c0_seq1_m.26653	GO:0016491,GO:0006629,GO:0044763
comp11857_c0_seq3_m.26654	GO:0005618,GO:0005829,GO:0005886,GO:0008691,GO:0006635,GO:0030497,GO:0052572
comp11858_c0_seq1_m.26486	GO:0005634,GO:0003677,GO:0003700,GO:0006355
comp11859_c0_seq1_m.23611	GO:0005576,GO:0009506,GO:0009740,GO:0009744,GO:0009749,GO:0009750,GO:0009751,GO:0010286,GO:0045454,GO:0080167
comp11859_c0_seq2_m.23612	GO:0005576,GO:0009506,GO:0009740,GO:0009744,GO:0009749,GO:0009750,GO:0009751,GO:0010286,GO:0045454,GO:0080167
comp11860_c0_seq1_m.5755	GO:0005634,GO:0003700,GO:0008270,GO:0043621,GO:0044212,GO:0046982,GO:0006355,GO:0009590,GO:0009958,GO:0009959,GO:0009965,GO:0010031,GO:0010601,GO:0048444,GO:2000012,GO:2000904
comp11861_c0_seq1_m.5757	GO:0043227,GO:0043229,GO:0044444,GO:0005515,GO:0016740,GO:0006464,GO:0009411,GO:0044699
comp11863_c0_seq1_m.29466	GO:0005840,GO:0009507,GO:0003735,GO:0019843,GO:0006412,GO:0042254
comp11863_c1_seq1_m.29467	GO:0005783,GO:0005811,GO:0009570,GO:0016021,GO:0031090,GO:0004366,GO:0004392,GO:0005509,GO:0071614,GO:1990137,GO:0006655,GO:0006952,GO:0009737,GO:0009793,GO:0016024,GO:0031408,GO:0034389,GO:0055114
comp11863_c1_seq1_m.29468	GO:0005783,GO:0005811,GO:0009570,GO:0016021,GO:0031090,GO:0004366,GO:0004392,GO:0005509,GO:0071614,GO:1990137,GO:0006655,GO:0006952,GO:0009737,GO:0009793,GO:0016024,GO:0031408,GO:0034389,GO:0055114
comp11866_c0_seq1_m.37591	GO:0005887,GO:0009941,GO:0008508,GO:0006814,GO:0009611,GO:0009753,GO:0033506,GO:1903825
comp11866_c0_seq1_m.37592	GO:0005887,GO:0009941,GO:0008508,GO:0006814,GO:0009611,GO:0009753,GO:0033506,GO:1903825
comp11866_c0_seq1_m.37593	GO:0005887,GO:0009941,GO:0008508,GO:0006814,GO:0009611,GO:0009753,GO:0033506,GO:1903825
comp11866_c1_seq1_m.37594	GO:0016020
comp11867_c0_seq1_m.5762	GO:0008169,GO:0008170,GO:0008171,GO:0008175,GO:0008649,GO:0008152
comp11868_c0_seq1_m.34144	GO:0000139,GO:0005634,GO:0005739,GO:0005774,GO:0005802,GO:0005829,GO:0009505,GO:0009506,GO:0010008,GO:0016021,GO:0006878,GO:0006882
comp11868_c0_seq1_m.34145	GO:0000139,GO:0005634,GO:0005739,GO:0005774,GO:0005802,GO:0005829,GO:0009506,GO:0010008,GO:0016021,GO:0006878,GO:0006882
comp11869_c0_seq1_m.26296	GO:0000780,GO:0005730,GO:0005876,GO:0005929,GO:0009504,GO:0009524,GO:0031616,GO:0031965,GO:0032133,GO:0042585,GO:0043203,GO:0045120,GO:0048471,GO:0051233,GO:0072686,GO:0072687,GO:0004712,GO:0005524,GO:0008017,GO:0010279,GO:0019894,GO:0019901,GO:0031625,GO:0035175,GO:0044022,GO:0007057,GO:0007059,GO:0007100,GO:0009611,GO:0009733,GO:0009948,GO:0010252,GO:0031647,GO:0032091,GO:0032436,GO:0032465,GO:0043066,GO:0043987,GO:0043988,GO:0046777,GO:0051301,GO:0051642,GO:0071539,GO:0090233,GO:0090307,GO:0097421,GO:1900195,GO:1990138
comp11869_c0_seq1_m.26297	GO:0000780,GO:0005730,GO:0005876,GO:0005929,GO:0009504,GO:0009524,GO:0030496,GO:0031616,GO:0031965,GO:0032133,GO:0042585,GO:0043203,GO:0045120,GO:0048471,GO:0051233,GO:0072686,GO:0072687,GO:0004712,GO:0005524,GO:0019901,GO:0031625,GO:0035175,GO:0007052,GO:0007057,GO:0007100,GO:0009611,GO:0009948,GO:0016572,GO:0031647,GO:0032091,GO:0032355,GO:0032436,GO:0032465,GO:0043066,GO:0051301,GO:0051642,GO:0071539,GO:0090233,GO:0097421,GO:1900195,GO:1990138
comp1186_c0_seq1_m.311	GO:0005739,GO:0009507,GO:0008270,GO:0009451
comp11870_c0_seq1_m.5763	GO:0043231,GO:0016070
comp11870_c0_seq1_m.5764	GO:0043231,GO:0044444
comp11871_c0_seq1_m.5765	GO:0043231,GO:0044444,GO:0046658,GO:0004871,GO:0005515,GO:0009626,GO:0009816,GO:0009817,GO:0010942
comp11872_c0_seq1_m.5766	GO:0005634,GO:0005829,GO:0004014,GO:0005515,GO:0006597,GO:0008295,GO:0016458,GO:0019079,GO:0099402
comp11874_c0_seq1_m.5767	GO:0005681,GO:0009507,GO:0016607,GO:0005515,GO:0006397,GO:0008380
comp11875_c0_seq1_m.34286	GO:0005634,GO:0003677,GO:0042393,GO:0009294,GO:0043170,GO:0045931,GO:0048364
comp11875_c0_seq2_m.34289	GO:0005634,GO:0003677,GO:0042393,GO:0009294,GO:0043170,GO:0045931,GO:0048364
comp11875_c0_seq3_m.34291	GO:0005634,GO:0003677,GO:0042393,GO:0009294,GO:0043170,GO:0045931,GO:0048364
comp11875_c0_seq4_m.34294	GO:0005634,GO:0003677,GO:0042393,GO:0009294,GO:0043170,GO:0045931,GO:0048364
comp11875_c0_seq7_m.34301	GO:0000325,GO:0005634,GO:0005774,GO:0005886,GO:0009506,GO:0016021,GO:0048046,GO:0005524,GO:0008559,GO:0010290,GO:0015431,GO:0051707,GO:0055085
comp11875_c0_seq8_m.34304	GO:0000325,GO:0005634,GO:0005774,GO:0005886,GO:0009506,GO:0016021,GO:0048046,GO:0005524,GO:0008559,GO:0010290,GO:0015431,GO:0051707,GO:0055085
comp11875_c0_seq9_m.34306	GO:0000325,GO:0005634,GO:0005774,GO:0005886,GO:0009506,GO:0016021,GO:0048046,GO:0005524,GO:0008559,GO:0010290,GO:0015431,GO:0051707,GO:0055085
comp118769_c0_seq1_m.13372	GO:0005737,GO:0004586,GO:0042978,GO:0015940,GO:0033387
comp11876_c0_seq1_m.32222	GO:0005634,GO:0000977,GO:0003700,GO:0005515,GO:0006351,GO:0006355,GO:0009585,GO:0009640,GO:0009737,GO:0009740,GO:0010099,GO:0010114,GO:0010218,GO:0010224,GO:0031539,GO:0042753,GO:0080167
comp11878_c0_seq1_m.38503	GO:0005618,GO:0005730,GO:0005774,GO:0005794,GO:0005886,GO:0009506,GO:0009507,GO:0022625,GO:0000166,GO:0003730,GO:0003735,GO:0001756,GO:0001947,GO:0003228,GO:0006397,GO:0006412,GO:0007519,GO:0009414,GO:0009651,GO:0009737,GO:0009793,GO:0010029,GO:0010830,GO:0030154,GO:0043488,GO:0048702,GO:0051252,GO:0060297,GO:0072358
comp11878_c0_seq2_m.38504	GO:0005618,GO:0005730,GO:0005774,GO:0005794,GO:0005886,GO:0009506,GO:0009507,GO:0022625,GO:0000166,GO:0003730,GO:0003735,GO:0001756,GO:0001947,GO:0003228,GO:0006397,GO:0006412,GO:0006977,GO:0006978,GO:0007050,GO:0007519,GO:0008285,GO:0008380,GO:0009414,GO:0009651,GO:0009737,GO:0009793,GO:0010029,GO:0010830,GO:0030154,GO:0043484,GO:0048702,GO:0060297,GO:0070935,GO:0072358
comp11878_c0_seq6_m.38505	GO:0005618,GO:0005730,GO:0005774,GO:0005794,GO:0005886,GO:0009506,GO:0009507,GO:0022625,GO:0000166,GO:0003730,GO:0003735,GO:0001756,GO:0001947,GO:0003228,GO:0006397,GO:0006412,GO:0007519,GO:0009414,GO:0009651,GO:0009737,GO:0009793,GO:0010029,GO:0010830,GO:0030154,GO:0043488,GO:0048702,GO:0051252,GO:0060297,GO:0072358
comp11879_c0_seq1_m.5768	GO:0031224,GO:0071944,GO:0016787,GO:0007275,GO:0008152,GO:0009987,GO:0044702,GO:0048609
comp11881_c0_seq1_m.5769	GO:0000327,GO:0005774,GO:0005788,GO:0005794,GO:0005886,GO:0009505,GO:0009570,GO:0009579,GO:0003756,GO:0005515,GO:0006457,GO:0009651,GO:0009735,GO:0009793,GO:0010043,GO:0010205,GO:0034976,GO:0043067,GO:0045454,GO:0046686
comp11882_c0_seq1_m.5770	GO:0005634,GO:0005773,GO:0005794,GO:0005829,GO:0005886,GO:0005096,GO:0005515,GO:0005543,GO:0046872,GO:0006886,GO:0009555,GO:0009611,GO:0009630,GO:0009638,GO:0009651,GO:0043547,GO:1901002,GO:1902479
comp11883_c0_seq1_m.5771	GO:0005886,GO:0004674,GO:0005515,GO:0005524,GO:0019199,GO:0002764,GO:0006468,GO:0007169,GO:0009626,GO:0010204,GO:0010359,GO:0016045
comp11883_c0_seq1_m.5772	GO:0005886,GO:0004672,GO:0005515,GO:0002764,GO:0009626,GO:0010204,GO:0010359,GO:0016045
comp11884_c0_seq1_m.16399	GO:0009570,GO:0009941,GO:0010240,GO:0004739,GO:0004802,GO:0008270,GO:0006096,GO:0006633,GO:0048868,GO:0055114
comp11885_c0_seq1_m.5773	GO:0005794,GO:0016020,GO:0005457,GO:0005459,GO:0005460,GO:0009624,GO:0009833,GO:0015783,GO:0015786,GO:0072334
comp11886_c0_seq1_m.22232	GO:0005634,GO:0005829,GO:0005886,GO:0004722,GO:0005515,GO:0046872,GO:0006470,GO:0009742
comp11886_c1_seq1_m.22233	GO:0005634,GO:0005829,GO:0005886,GO:0004722,GO:0005515,GO:0046872,GO:0006470,GO:0009742,GO:0032880
comp11887_c0_seq1_m.26570	GO:0009505,GO:0046658,GO:0004553,GO:0008152
comp11889_c0_seq1_m.5776	GO:0005634,GO:0005777,GO:0005829,GO:0005886,GO:0000166,GO:0005080,GO:0008270,GO:0047627,GO:0006790,GO:0006915,GO:0009150,GO:0050794
comp11890_c0_seq1_m.5777	GO:0016706,GO:0007033,GO:0009611,GO:0009753,GO:0009813,GO:0010023
comp11890_c0_seq1_m.5778	GO:0016706,GO:0002229,GO:0044710,GO:0080167,GO:0097237
comp11891_c0_seq1_m.19035	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009536,GO:0003825,GO:0004805,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c0_seq3_m.19040	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0003825,GO:0004805,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c0_seq4_m.19041	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0003825,GO:0004805,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c0_seq4_m.19042	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c1_seq1_m.19036	GO:0005946,GO:0009536,GO:0003825,GO:0004805,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c2_seq1_m.19037	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c2_seq1_m.19038	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c2_seq1_m.19039	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0003825,GO:0004805,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0034599,GO:0034605,GO:0051301,GO:0070413,GO:0071465,GO:0080027
comp11891_c2_seq3_m.19043	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c2_seq3_m.19044	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c2_seq4_m.19045	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11891_c2_seq4_m.19046	GO:0005576,GO:0005618,GO:0005773,GO:0005946,GO:0009507,GO:0000287,GO:0003825,GO:0004805,GO:0010333,GO:0080013,GO:0000304,GO:0005992,GO:0009611,GO:0009617,GO:0009753,GO:0009793,GO:0009832,GO:0010182,GO:0016102,GO:0051301,GO:0070413,GO:0080027
comp11892_c0_seq1_m.29262	GO:0005576,GO:0016021,GO:0000249,GO:0004497,GO:0005506,GO:0019825,GO:0020037,GO:0016126,GO:0055114
comp11893_c0_seq1_m.5780	GO:0005634,GO:0005739,GO:0005783,GO:0005794,GO:0009507,GO:0016021,GO:0009409,GO:0009414,GO:0009555,GO:0009737,GO:0009908,GO:0010507,GO:0042538
comp11894_c0_seq1_m.5781	GO:0005773,GO:0005886,GO:0016021,GO:0006979,GO:0008285
comp11895_c0_seq1_m.5782	GO:0005774,GO:0009506,GO:0022625,GO:0003735,GO:0006412
comp11896_c0_seq1_m.35857	GO:0005634,GO:0005737,GO:0005886,GO:0009506,GO:0004683,GO:0004698,GO:0005509,GO:0005516,GO:0005524,GO:0009651,GO:0009738,GO:0018105,GO:0035556,GO:0046777
comp11896_c1_seq1_m.35858	GO:0005634,GO:0005737,GO:0005886,GO:0009506,GO:0004683,GO:0004698,GO:0005509,GO:0005516,GO:0005524,GO:0009651,GO:0009738,GO:0018105,GO:0035556,GO:0046777
comp11898_c0_seq1_m.5783	GO:0005622
comp11899_c0_seq1_m.5784	GO:0005515,GO:0009555,GO:0009733,GO:0009793,GO:0009880,GO:0010051,GO:0045892,GO:0048364
comp119002_c0_seq1_m.13375	GO:0005773,GO:0005829,GO:0009505,GO:0009506,GO:0009536,GO:0048046,GO:0004565,GO:0030246,GO:0005975
comp11900_c0_seq1_m.16552	GO:0005635,GO:0005654,GO:0016020,GO:0036477,GO:0044444,GO:0004722,GO:0005515,GO:0046872,GO:0097159,GO:1901363,GO:0006470,GO:0009408,GO:0009785,GO:0016043,GO:0031324,GO:0046686
comp11900_c0_seq2_m.16553	GO:0005635,GO:0005654,GO:0016020,GO:0044444,GO:0004722,GO:0046872,GO:0006470,GO:0009408,GO:0009785
comp119012_c0_seq1_m.13376	GO:0016020,GO:0003779,GO:0016043,GO:0044763
comp11901_c0_seq1_m.5785	GO:0009536,GO:0016853,GO:0046872,GO:0044699
comp11904_c0_seq1_m.34936	GO:0043231,GO:0044444,GO:0070062,GO:0003714,GO:0016491,GO:0042803,GO:0050661,GO:0070324,GO:0000122,GO:0007605,GO:0070327,GO:1901606
comp11904_c0_seq3_m.34939	GO:0043231,GO:0044444,GO:0070062,GO:0003714,GO:0016491,GO:0042803,GO:0050661,GO:0070324,GO:0000122,GO:0007605,GO:0070327,GO:1901606
comp119079_c0_seq1_m.13378	GO:0005615,GO:0005886,GO:0032420,GO:0060091,GO:0007605,GO:0032504,GO:0042491,GO:0048563,GO:0060118,GO:0060122
comp11908_c1_seq1_m.33811	GO:0005634,GO:0003700,GO:0005515,GO:0043565,GO:0044212,GO:0006351,GO:0006355,GO:0006417,GO:0009734
comp11909_c0_seq1_m.25938	GO:0031981,GO:0032991,GO:0043232,GO:0097159,GO:1901363,GO:0010608,GO:0016070,GO:0031047,GO:0032268,GO:0032776,GO:0048522,GO:0071359,GO:1900368
comp11909_c0_seq2_m.25940	GO:0005694,GO:0005488
comp11914_c1_seq1_m.35472	GO:0005634,GO:0005829,GO:0005886,GO:0003677,GO:0003682,GO:0042393,GO:0042802,GO:0000724,GO:0006334,GO:0008283,GO:0009294,GO:0016444,GO:0030154
comp11915_c0_seq1_m.35519	GO:0005576,GO:0009506,GO:0016021,GO:0016324,GO:0043680,GO:0090404,GO:0004674,GO:0005515,GO:0005524,GO:0007338,GO:0009738,GO:0009742,GO:0009788,GO:0009791,GO:0009860,GO:0009873,GO:0010483,GO:0030308,GO:0046777,GO:0048364,GO:0050832
comp11915_c0_seq1_m.35520	GO:0005576,GO:0009506,GO:0016021,GO:0016324,GO:0043680,GO:0090404,GO:0004674,GO:0005515,GO:0005524,GO:0007338,GO:0009738,GO:0009742,GO:0009788,GO:0009791,GO:0009860,GO:0009873,GO:0010483,GO:0030308,GO:0046777,GO:0048364,GO:0050832
comp119161_c0_seq1_m.13379	GO:0045892,GO:2000652
comp11916_c1_seq1_m.22191	GO:0005737,GO:0005874,GO:0003924,GO:0005200,GO:0005525,GO:0007017
comp119180_c0_seq1_m.13380	GO:0005618,GO:0005773,GO:0005783,GO:0005886,GO:0009506,GO:0016021,GO:0022857,GO:0055085
comp11919_c0_seq1_m.5797	GO:0005615,GO:0016020,GO:0044464,GO:0005515,GO:0008236,GO:0001890,GO:0006508,GO:0030512,GO:0030514,GO:0060718
comp11920_c0_seq1_m.5799	GO:0005634,GO:0005829,GO:0005515,GO:0009788,GO:0009793
comp11922_c0_seq1_m.37454	GO:0042995,GO:0006869
comp11923_c0_seq1_m.29509	GO:0043231,GO:0044444
comp11923_c0_seq2_m.29510	GO:0005622
comp11924_c0_seq1_m.5800	GO:0005634,GO:0005739,GO:0005768,GO:0005774,GO:0005783,GO:0005794,GO:0005829,GO:0009506,GO:0009941,GO:0048046,GO:0003677,GO:0003723,GO:0004519,GO:0005509,GO:0005524,GO:0016887,GO:0042803,GO:0002230,GO:0006282,GO:0006979,GO:0009626,GO:0009651,GO:0009816,GO:0031935,GO:0034052,GO:0046686,GO:0051607,GO:0055074,GO:0080188,GO:1900426,GO:1901672,GO:1902290
comp11925_c0_seq1_m.18268	GO:0005618,GO:0005643,GO:0005654,GO:0005730,GO:0005829,GO:0048471,GO:0005515,GO:0008139,GO:0008565,GO:0006607,GO:0016032,GO:0030581,GO:0080034
comp11925_c0_seq1_m.18269	GO:0005618,GO:0005643,GO:0005654,GO:0005730,GO:0005829,GO:0009506,GO:0048471,GO:0005515,GO:0008139,GO:0008565,GO:0006607,GO:0016032,GO:0030581,GO:0080034
comp11927_c0_seq1_m.5801	GO:0009506,GO:0035097,GO:0003677,GO:0004402,GO:0008168,GO:0042393,GO:0010223,GO:0032259,GO:0043966,GO:0043967,GO:0045892,GO:0048477,GO:0048522,GO:0048573,GO:0090304
comp11930_c0_seq1_m.22914	GO:0000932,GO:0005654,GO:0016020,GO:0030014,GO:0003723,GO:0004535,GO:0005515,GO:0046872,GO:0000289,GO:0000290,GO:0006351,GO:0008284,GO:0008285,GO:0009451,GO:0031047,GO:0033962,GO:0043928,GO:0045944,GO:0060213
comp11930_c1_seq1_m.22915	GO:0000932,GO:0005654,GO:0016020,GO:0030014,GO:0003723,GO:0004535,GO:0005515,GO:0046872,GO:0000289,GO:0000290,GO:0006351,GO:0008284,GO:0008285,GO:0009451,GO:0031047,GO:0033962,GO:0043928,GO:0045944,GO:0060213
comp11931_c0_seq1_m.25445	GO:0005576,GO:0005886,GO:0016021,GO:0004675,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0007166,GO:0010150,GO:0016032,GO:0051607
comp11931_c0_seq2_m.25446	GO:0005576,GO:0005886,GO:0016021,GO:0004675,GO:0004713,GO:0005515,GO:0005524,GO:0006468,GO:0007166,GO:0010150,GO:0016032,GO:0051607
comp11932_c0_seq1_m.5804	GO:0005774,GO:0005794,GO:0005886,GO:0009506,GO:0009974,GO:0018688,GO:0018689,GO:0034804,GO:0042389,GO:0044875,GO:0045549,GO:0046872,GO:0052608,GO:0052609,GO:0052610,GO:0052611,GO:0052612,GO:0052613,GO:0072373,GO:0009414,GO:0016121,GO:0016124,GO:0055114
comp11935_c0_seq1_m.17686	GO:0005654,GO:0005737,GO:0002020,GO:0003713,GO:0016922,GO:0030331,GO:0035035,GO:0044389,GO:0006366,GO:0030520,GO:0045661,GO:0045893,GO:1901998
comp11935_c0_seq2_m.17687	GO:0005654,GO:0005737,GO:0002020,GO:0003713,GO:0016922,GO:0030331,GO:0035035,GO:0044389,GO:0006366,GO:0030520,GO:0045661,GO:0045893,GO:1901998
comp11935_c0_seq3_m.17688	GO:0005654,GO:0005737,GO:0002020,GO:0003713,GO:0016922,GO:0030331,GO:0035035,GO:0044389,GO:0006366,GO:0030520,GO:0045661,GO:0045893,GO:1901998
comp11936_c0_seq1_m.5805	GO:0005783,GO:0005488
comp11938_c0_seq1_m.37461	GO:0005576,GO:0005773,GO:0005829,GO:0009507,GO:0009579,GO:0016020,GO:0004185,GO:0015979,GO:0051603
comp11938_c0_seq2_m.37462	GO:0005576,GO:0005773,GO:0005829,GO:0009507,GO:0009579,GO:0016020,GO:0004185,GO:0015979,GO:0051603
comp11940_c0_seq1_m.16577	GO:0005634,GO:0005739,GO:0005829,GO:0005886,GO:0004707,GO:0005516,GO:0005524,GO:0000165,GO:0006952,GO:0009611,GO:0009738,GO:0009753,GO:0042542,GO:0046777
comp11940_c0_seq1_m.16578	GO:0005634,GO:0005739,GO:0005829,GO:0005886,GO:0004707,GO:0005516,GO:0005524,GO:0000165,GO:0006952,GO:0009611,GO:0009738,GO:0009753,GO:0042542,GO:0046777
comp11940_c0_seq1_m.16579	GO:0005634,GO:0005739,GO:0005829,GO:0004672,GO:0009738
comp11940_c0_seq2_m.16580	GO:0005634,GO:0005739,GO:0005829,GO:0004707,GO:0005524,GO:0000165,GO:0006952,GO:0009738
comp11940_c0_seq2_m.16581	GO:0005634,GO:0005739,GO:0005829,GO:0005886,GO:0004707,GO:0005516,GO:0005524,GO:0000165,GO:0006952,GO:0009611,GO:0009738,GO:0009753,GO:0042542,GO:0046777
comp11940_c0_seq2_m.16582	GO:0005634,GO:0005739,GO:0005829,GO:0004672,GO:0009738
comp11942_c0_seq1_m.5808	GO:0044267
comp11943_c0_seq1_m.5809	GO:0000118,GO:0000790,GO:0005730,GO:0005829,GO:0070603,GO:0080008,GO:0000977,GO:0005515,GO:0016787,GO:0046872,GO:0006281,GO:0006336,GO:0006351,GO:0006355,GO:0009826,GO:0009908,GO:0009965,GO:0010090,GO:0010224,GO:0010629,GO:0016569,GO:0043044
comp11943_c0_seq1_m.5810	GO:0005730,GO:0005829,GO:0080008,GO:0005515,GO:0046872,GO:0006281,GO:0006351,GO:0006355,GO:0009826,GO:0009908,GO:0009965,GO:0010090,GO:0010224,GO:0010629,GO:0016569
comp11944_c0_seq1_m.37670	GO:0009535,GO:0009543,GO:0009570,GO:0003755,GO:0000413,GO:0006457,GO:0042742
comp11944_c0_seq1_m.37671	GO:0009535,GO:0009543,GO:0009570,GO:0030288,GO:0003755,GO:0000413,GO:0006457,GO:0042742
comp11944_c0_seq2_m.37672	GO:0009535,GO:0009543,GO:0009570,GO:0030288,GO:0003755,GO:0000413,GO:0006457,GO:0042742
comp11946_c0_seq1_m.5813	GO:0005829,GO:0010301,GO:0006561,GO:0009408,GO:0009414,GO:0009688,GO:0009750,GO:0010115,GO:0010182,GO:0051504,GO:0055114
comp119472_c0_seq1_m.13382	GO:0005576,GO:0005634,GO:0005773,GO:0009986,GO:0003677,GO:0003700,GO:0003993,GO:0004722,GO:0042802,GO:0046872,GO:0046983,GO:0006351,GO:0006355,GO:0009585,GO:0009704,GO:0009740,GO:0016311,GO:0030643,GO:0031539,GO:0042542
comp11947_c0_seq1_m.17034	GO:0005634,GO:0005829,GO:0005886,GO:0004674,GO:0005515,GO:0005524,GO:0006468,GO:0009615,GO:0048366
comp11947_c1_seq1_m.17033	GO:0005886,GO:0004674,GO:0005515,GO:0005524,GO:0006468
comp11948_c0_seq1_m.37829	GO:0005829,GO:0016586,GO:0000166,GO:0004386,GO:0015616,GO:0031490,GO:0070577,GO:0000086,GO:0006284,GO:0006302,GO:0006337,GO:0006368,GO:0007010,GO:0007059,GO:0007126,GO:0009408,GO:0009414,GO:0009611,GO:0009651,GO:0009826,GO:0009908,GO:0010078,GO:0010104,GO:0010199,GO:0010231,GO:0010492,GO:0016584,GO:0031055,GO:0043044,GO:0061587,GO:1900150,GO:2000022
comp11948_c0_seq1_m.37830	GO:0044424,GO:0005515,GO:0006950,GO:0009966,GO:0010468,GO:0044767,GO:0048856
comp11948_c0_seq2_m.37832	GO:0005829,GO:0016586,GO:0000166,GO:0004386,GO:0015616,GO:0031490,GO:0070577,GO:0000086,GO:0006284,GO:0006302,GO:0006337,GO:0006368,GO:0007010,GO:0007059,GO:0007126,GO:0009408,GO:0009414,GO:0009611,GO:0009651,GO:0009826,GO:0009908,GO:0010078,GO:0010104,GO:0010199,GO:0010231,GO:0010492,GO:0016584,GO:0031055,GO:0043044,GO:0061587,GO:1900150,GO:2000022
comp11948_c0_seq2_m.37833	GO:0044424,GO:0005515,GO:0006950,GO:0009966,GO:0010468,GO:0044767,GO:0048856
comp11949_c0_seq1_m.20093	GO:0005737,GO:0019787,GO:0006464,GO:0044699,GO:0050789
comp11949_c0_seq1_m.20094	GO:0001669,GO:0005515,GO:0050896
comp11950_c0_seq1_m.21005	GO:0005739,GO:0009707,GO:0043661,GO:0046480,GO:0046481,GO:0006869,GO:0009809,GO:0009867,GO:0009877,GO:0016036,GO:0019375,GO:0031408,GO:0042550
comp11951_c0_seq1_m.5814	GO:0005634,GO:0009507,GO:0008270
comp11952_c0_seq1_m.5815	GO:0000407,GO:0005634,GO:0005774,GO:0005776,GO:0031410,GO:0044425,GO:0000422,GO:0015031,GO:0034497,GO:0034727,GO:0044805,GO:0050832
comp11952_c0_seq1_m.5816	GO:0043227,GO:0043229,GO:0044444,GO:0006914
comp11954_c0_seq2_m.29070	GO:0005789,GO:0009507,GO:0016021,GO:0009672,GO:0010329,GO:0009734,GO:0009926,GO:0010252,GO:0010311,GO:0040009,GO:0055085
comp11956_c0_seq1_m.5819	GO:0005634,GO:0005829,GO:0003677,GO:0004518,GO:0010313,GO:0046872,GO:0048027,GO:0017148
