an_hu	an_hu_dn	an_hu_ds	an_hu_dnds
Mannua_Huetti.2794.nuc	0.0329	0.0958	0.343423799582463
Mannua_Huetti.2795.nuc	0.0063	0.0827	0.0761789600967352
Mannua_Huetti.2796.nuc	0.0069	0.0612	0.112745098039216
Mannua_Huetti.2797.nuc	0.0058	0.0529	0.109640831758034
Mannua_Huetti.2799.nuc	0.0150	0.0848	0.17688679245283
Mannua_Huetti.28.nuc	0.0202	0.2260	0.0893805309734513
Mannua_Huetti.280.nuc	0.0183	0.1509	0.121272365805169
Mannua_Huetti.2801.nuc	0.0027	0.1644	0.0164233576642336
Mannua_Huetti.2802.nuc	0.0071	0.0876	0.0810502283105023
Mannua_Huetti.2805.nuc	0.0280	0.0371	0.754716981132075
Mannua_Huetti.2806.nuc	0.0164	0.0831	0.197352587244284
Mannua_Huetti.2807.nuc	0.0123	0.0700	0.175714285714286
Mannua_Huetti.281.nuc	0.0240	0.1081	0.222016651248844
Mannua_Huetti.2810.nuc	0.0048	0.0656	0.0731707317073171
Mannua_Huetti.2811.nuc	0.0144	0.1469	0.0980258679373724
Mannua_Huetti.2812.nuc	0.0067	0.1086	0.0616942909760589
Mannua_Huetti.2813.nuc	0.0345	0.1887	0.182829888712242
Mannua_Huetti.2814.nuc	0.0270	0.0881	0.306469920544835
Mannua_Huetti.2815.nuc	0.0184	0.0403	0.456575682382134
Mannua_Huetti.2817.nuc	0.0279	0.1102	0.253176043557169
Mannua_Huetti.2818.nuc	0.0228	0.0808	0.282178217821782
Mannua_Huetti.2819.nuc	0.0104	0.0780	0.133333333333333
Mannua_Huetti.282.nuc	0.0145	0.0753	0.192563081009296
Mannua_Huetti.2820.nuc	0.0390	0.0975	0.4
Mannua_Huetti.2821.nuc	0.0203	0.0535	0.379439252336449
Mannua_Huetti.2823.nuc	0.0104	0.0682	0.152492668621701
Mannua_Huetti.2824.nuc	0.0168	0.1567	0.10721123165284
Mannua_Huetti.2825.nuc	0.0725	0.1442	0.502773925104022
Mannua_Huetti.2826.nuc	0.0212	0.0691	0.306801736613603
Mannua_Huetti.2827.nuc	0.0103	0.0724	0.142265193370166
Mannua_Huetti.2828.nuc	0.0087	0.0753	0.115537848605578
Mannua_Huetti.2829.nuc	0.0157	0.0757	0.207397622192867
Mannua_Huetti.283.nuc	0.0406	0.1828	0.222100656455142
Mannua_Huetti.2830.nuc	0.0267	0.1772	0.150677200902935
Mannua_Huetti.2831.nuc	0.0040	0.1146	0.0349040139616056
Mannua_Huetti.2832.nuc	0.0125	0.0647	0.193199381761978
Mannua_Huetti.2834.nuc	0.0327	0.0953	0.343126967471144
Mannua_Huetti.2835.nuc	0.0088	0.1314	0.0669710806697108
Mannua_Huetti.2836.nuc	0.0264	0.1471	0.179469748470428
Mannua_Huetti.2837.nuc	0.0145	0.0838	0.173031026252983
Mannua_Huetti.2838.nuc	0.0195	0.0747	0.261044176706827
Mannua_Huetti.2839.nuc	0.0046	0.0898	0.0512249443207127
Mannua_Huetti.284.nuc	-0.0000	0.0215	0
Mannua_Huetti.2840.nuc	0.0149	0.0643	0.231726283048212
Mannua_Huetti.2841.nuc	0.0096	0.0797	0.120451693851945
Mannua_Huetti.2842.nuc	0.0073	0.0967	0.0754912099276112
Mannua_Huetti.2843.nuc	0.0110	0.1118	0.0983899821109123
Mannua_Huetti.2844.nuc	0.0280	0.1114	0.251346499102334
Mannua_Huetti.2845.nuc	0.0118	0.0803	0.146948941469489
Mannua_Huetti.2846.nuc	0.0124	0.0858	0.144522144522145
Mannua_Huetti.2847.nuc	0.0069	0.0925	0.0745945945945946
Mannua_Huetti.2848.nuc	0.0140	0.0780	0.179487179487179
Mannua_Huetti.2849.nuc	0.0260	0.1499	0.173448965977318
Mannua_Huetti.285.nuc	0.0101	0.1524	0.0662729658792651
Mannua_Huetti.2851.nuc	0.0233	0.0562	0.414590747330961
Mannua_Huetti.2853.nuc	0.0143	0.0900	0.158888888888889
Mannua_Huetti.2855.nuc	0.0085	0.0821	0.10353227771011
Mannua_Huetti.2856.nuc	0.0160	0.0980	0.163265306122449
Mannua_Huetti.2857.nuc	0.0075	0.0585	0.128205128205128
Mannua_Huetti.2858.nuc	0.0182	0.0730	0.249315068493151
Mannua_Huetti.2860.nuc	0.0106	0.0411	0.257907542579075
Mannua_Huetti.2861.nuc	0.0046	0.0348	0.132183908045977
Mannua_Huetti.2862.nuc	0.0622	0.3895	0.159691912708601
Mannua_Huetti.2863.nuc	-0.0000	0.0335	0
Mannua_Huetti.2865.nuc	0.0203	0.1007	0.201588877855015
Mannua_Huetti.2866.nuc	-0.0000	0.1207	0
Mannua_Huetti.2867.nuc	0.0059	0.1188	0.0496632996632997
Mannua_Huetti.2868.nuc	0.0248	0.1048	0.236641221374046
Mannua_Huetti.2869.nuc	0.0424	0.2830	0.14982332155477
Mannua_Huetti.287.nuc	-0.0000	0.0573	0
Mannua_Huetti.2870.nuc	0.0077	0.1247	0.0617481956696071
Mannua_Huetti.2871.nuc	0.0339	0.1015	0.333990147783251
Mannua_Huetti.2872.nuc	0.0107	0.0657	0.162861491628615
Mannua_Huetti.2873.nuc	0.0028	0.0265	0.105660377358491
Mannua_Huetti.2874.nuc	0.0012	0.0539	0.0222634508348794
Mannua_Huetti.2875.nuc	0.0279	0.1482	0.188259109311741
Mannua_Huetti.2876.nuc	0.0142	0.1255	0.113147410358566
Mannua_Huetti.2877.nuc	0.0051	0.0792	0.0643939393939394
Mannua_Huetti.2879.nuc	0.0269	0.1635	0.164525993883792
Mannua_Huetti.288.nuc	0.0042	0.1140	0.0368421052631579
Mannua_Huetti.2881.nuc	0.0061	0.0748	0.0815508021390374
Mannua_Huetti.2882.nuc	0.0263	0.1560	0.168589743589744
Mannua_Huetti.2883.nuc	0.0071	0.1057	0.0671712393566698
Mannua_Huetti.2884.nuc	0.0133	0.0648	0.205246913580247
Mannua_Huetti.2885.nuc	0.0145	0.1057	0.137180700094607
Mannua_Huetti.2887.nuc	0.0217	0.1294	0.167697063369397
Mannua_Huetti.2888.nuc	0.0276	0.1250	0.2208
Mannua_Huetti.2889.nuc	0.0063	0.0664	0.0948795180722892
Mannua_Huetti.289.nuc	0.0129	0.1621	0.0795805058605799
Mannua_Huetti.2890.nuc	0.0022	0.1160	0.0189655172413793
Mannua_Huetti.2891.nuc	0.0244	0.1135	0.214977973568282
Mannua_Huetti.2892.nuc	0.0158	0.0783	0.201787994891443
Mannua_Huetti.2896.nuc	0.0242	0.0817	0.296205630354957
Mannua_Huetti.2898.nuc	0.0073	0.0671	0.108792846497765
Mannua_Huetti.29.nuc	0.0093	0.0822	0.113138686131387
Mannua_Huetti.2900.nuc	0.0054	0.0735	0.073469387755102
Mannua_Huetti.2901.nuc	0.0148	0.1029	0.143828960155491
Mannua_Huetti.2902.nuc	0.0098	0.0686	0.142857142857143
Mannua_Huetti.2903.nuc	0.0111	0.0918	0.120915032679739
Mannua_Huetti.2904.nuc	0.0075	0.2893	0.0259246456965088
Mannua_Huetti.2905.nuc	0.0051	0.1021	0.049951028403526
Mannua_Huetti.2906.nuc	0.0118	0.1879	0.0627993613624268
Mannua_Huetti.2908.nuc	0.0256	0.1057	0.242194891201514
Mannua_Huetti.2909.nuc	0.0022	0.1259	0.0174741858617951
Mannua_Huetti.291.nuc	0.0013	0.0212	0.0613207547169811
Mannua_Huetti.2910.nuc	0.0089	0.1721	0.0517141196978501
Mannua_Huetti.2911.nuc	0.0065	0.0432	0.150462962962963
Mannua_Huetti.2913.nuc	0.0083	0.0520	0.159615384615385
Mannua_Huetti.2914.nuc	0.0137	0.1241	0.110394842868654
Mannua_Huetti.2915.nuc	0.0085	0.1602	0.0530586766541823
Mannua_Huetti.2916.nuc	-0.0000	0.0495	0
Mannua_Huetti.2918.nuc	0.0013	0.0739	0.0175913396481732
Mannua_Huetti.2919.nuc	0.0080	0.1120	0.0714285714285714
Mannua_Huetti.292.nuc	0.0154	0.1412	0.109065155807365
Mannua_Huetti.2920.nuc	0.0239	0.0718	0.332869080779944
Mannua_Huetti.2921.nuc	0.0247	0.1464	0.168715846994536
Mannua_Huetti.2923.nuc	-0.0000	0.1971	0
Mannua_Huetti.2925.nuc	0.0371	0.1288	0.28804347826087
Mannua_Huetti.2927.nuc	0.0381	0.0692	0.550578034682081
Mannua_Huetti.2928.nuc	0.0258	0.1018	0.253438113948919
Mannua_Huetti.293.nuc	0.0026	0.0641	0.0405616224648986
Mannua_Huetti.2930.nuc	0.0100	0.0536	0.186567164179104
Mannua_Huetti.2931.nuc	0.0185	0.0695	0.266187050359712
Mannua_Huetti.2932.nuc	0.0147	0.1515	0.097029702970297
Mannua_Huetti.2933.nuc	0.0123	0.0425	0.289411764705882
Mannua_Huetti.2934.nuc	0.0157	0.0884	0.177601809954751
Mannua_Huetti.2935.nuc	0.0143	0.1024	0.1396484375
Mannua_Huetti.2936.nuc	0.0126	0.0423	0.297872340425532
Mannua_Huetti.2938.nuc	0.0044	0.1353	0.032520325203252
Mannua_Huetti.2939.nuc	0.0133	0.1291	0.103020914020139
Mannua_Huetti.294.nuc	0.0021	0.0606	0.0346534653465346
Mannua_Huetti.2940.nuc	0.0044	0.1327	0.0331574981160512
Mannua_Huetti.2941.nuc	0.0027	0.0348	0.0775862068965517
Mannua_Huetti.2943.nuc	0.0033	0.2213	0.0149118843199277
Mannua_Huetti.2944.nuc	0.0053	0.0519	0.102119460500963
Mannua_Huetti.2945.nuc	0.0155	0.0590	0.26271186440678
Mannua_Huetti.2947.nuc	0.0196	0.1265	0.154940711462451
Mannua_Huetti.2948.nuc	0.0065	0.1868	0.034796573875803
Mannua_Huetti.2949.nuc	0.0133	0.0539	0.246753246753247
Mannua_Huetti.295.nuc	0.0049	0.0349	0.140401146131805
Mannua_Huetti.2950.nuc	0.0167	0.1247	0.13392141138733
Mannua_Huetti.2951.nuc	0.0086	0.0945	0.091005291005291
Mannua_Huetti.2952.nuc	0.0137	0.0959	0.142857142857143
Mannua_Huetti.2953.nuc	0.0081	0.2175	0.0372413793103448
Mannua_Huetti.2954.nuc	0.0120	0.0871	0.137772675086108
Mannua_Huetti.2956.nuc	0.0181	0.1934	0.09358841778697
Mannua_Huetti.2957.nuc	0.0290	0.1034	0.280464216634429
Mannua_Huetti.2958.nuc	0.0260	0.1024	0.25390625
Mannua_Huetti.2959.nuc	0.0076	0.0632	0.120253164556962
Mannua_Huetti.2961.nuc	-0.0000	0.0692	0
Mannua_Huetti.2962.nuc	0.0005	0.0298	0.0167785234899329
Mannua_Huetti.2963.nuc	0.0077	0.1156	0.0666089965397924
Mannua_Huetti.2964.nuc	0.0026	0.1066	0.024390243902439
Mannua_Huetti.2966.nuc	0.0228	0.0941	0.242295430393199
Mannua_Huetti.2968.nuc	0.0233	0.0963	0.241952232606438
Mannua_Huetti.2969.nuc	-0.0000	0.0313	0
Mannua_Huetti.297.nuc	0.0089	0.0515	0.172815533980583
Mannua_Huetti.2970.nuc	0.0083	0.1282	0.0647425897035881
Mannua_Huetti.2971.nuc	0.0143	0.0859	0.166472642607683
Mannua_Huetti.2972.nuc	0.0148	0.0763	0.193971166448231
Mannua_Huetti.2973.nuc	0.0120	0.0959	0.125130344108446
Mannua_Huetti.2974.nuc	0.0246	0.1764	0.139455782312925
Mannua_Huetti.2975.nuc	0.0052	0.1332	0.039039039039039
Mannua_Huetti.2976.nuc	-0.0000	0.0457	0
Mannua_Huetti.2979.nuc	0.0228	0.0656	0.347560975609756
Mannua_Huetti.298.nuc	0.0221	0.1816	0.121696035242291
Mannua_Huetti.2980.nuc	0.0061	0.1148	0.0531358885017422
Mannua_Huetti.2981.nuc	0.0124	0.1262	0.098256735340729
Mannua_Huetti.2982.nuc	0.0086	0.0860	0.1
Mannua_Huetti.2983.nuc	0.0135	0.1057	0.127719962157048
Mannua_Huetti.2984.nuc	0.0036	0.0422	0.0853080568720379
Mannua_Huetti.2985.nuc	0.0323	0.2402	0.134471273938385
Mannua_Huetti.2987.nuc	0.0188	0.0500	0.376
Mannua_Huetti.2988.nuc	0.0319	0.1747	0.18259874069834
Mannua_Huetti.2989.nuc	-0.0000	0.0487	0
Mannua_Huetti.2990.nuc	0.0339	0.1283	0.264224473889322
Mannua_Huetti.2991.nuc	0.0374	0.1066	0.350844277673546
Mannua_Huetti.2994.nuc	0.0069	0.1221	0.0565110565110565
Mannua_Huetti.2995.nuc	0.0109	0.0512	0.212890625
Mannua_Huetti.2997.nuc	0.0191	0.1384	0.138005780346821
Mannua_Huetti.2998.nuc	0.0068	0.0760	0.0894736842105263
Mannua_Huetti.2999.nuc	0.0045	0.0500	0.09
Mannua_Huetti.3.nuc	0.0090	0.0385	0.233766233766234
Mannua_Huetti.30.nuc	-0.0000	0.1194	0
Mannua_Huetti.3002.nuc	0.0214	0.0689	0.310595065312046
Mannua_Huetti.3003.nuc	0.0260	0.0865	0.300578034682081
Mannua_Huetti.3004.nuc	0.0195	0.1299	0.150115473441109
Mannua_Huetti.3005.nuc	0.0337	0.0716	0.470670391061453
Mannua_Huetti.3006.nuc	0.0051	0.0779	0.0654685494223363
Mannua_Huetti.3007.nuc	0.0028	0.1580	0.0177215189873418
Mannua_Huetti.3008.nuc	0.0239	0.1280	0.18671875
Mannua_Huetti.301.nuc	0.0077	0.0920	0.083695652173913
Mannua_Huetti.3010.nuc	0.0259	0.0580	0.446551724137931
Mannua_Huetti.3012.nuc	0.0059	0.0611	0.0965630114566285
Mannua_Huetti.3014.nuc	0.0025	0.0994	0.0251509054325956
Mannua_Huetti.3015.nuc	0.0101	0.1119	0.0902591599642538
Mannua_Huetti.3016.nuc	0.0247	0.0982	0.25152749490835
Mannua_Huetti.3017.nuc	0.0261	0.0846	0.308510638297872
Mannua_Huetti.3018.nuc	0.0379	0.0979	0.387129724208376
Mannua_Huetti.3019.nuc	0.0074	0.0981	0.0754332313965341
Mannua_Huetti.302.nuc	0.0066	0.0804	0.082089552238806
Mannua_Huetti.3020.nuc	-0.0000	0.0172	0
Mannua_Huetti.3021.nuc	0.0110	0.1627	0.0676090964966195
Mannua_Huetti.3022.nuc	0.0369	0.2157	0.171070931849791
Mannua_Huetti.3023.nuc	-0.0000	0.0755	0
Mannua_Huetti.3025.nuc	0.0155	0.1050	0.147619047619048
Mannua_Huetti.3026.nuc	0.0010	0.0656	0.0152439024390244
Mannua_Huetti.3027.nuc	0.0185	0.0775	0.238709677419355
Mannua_Huetti.3029.nuc	0.0101	0.0837	0.120669056152927
Mannua_Huetti.303.nuc	0.0081	0.1079	0.0750695088044486
Mannua_Huetti.3030.nuc	0.0290	0.1041	0.278578290105668
Mannua_Huetti.3031.nuc	0.0235	0.0963	0.244029075804777
Mannua_Huetti.3032.nuc	0.0063	0.1318	0.0477996965098634
Mannua_Huetti.3033.nuc	0.0040	0.1334	0.0299850074962519
Mannua_Huetti.3034.nuc	0.0022	0.0933	0.0235798499464094
Mannua_Huetti.3035.nuc	0.0020	0.1388	0.0144092219020173
Mannua_Huetti.3036.nuc	0.0060	0.0784	0.076530612244898
Mannua_Huetti.3037.nuc	0.0370	0.0487	0.759753593429158
Mannua_Huetti.3038.nuc	0.0217	0.1338	0.162182361733931
Mannua_Huetti.3039.nuc	0.0155	0.1057	0.146641438032167
Mannua_Huetti.3041.nuc	0.0132	0.1483	0.0890087660148348
Mannua_Huetti.3042.nuc	0.0264	0.0810	0.325925925925926
Mannua_Huetti.3043.nuc	0.0134	0.2122	0.0631479736098021
Mannua_Huetti.3045.nuc	0.0086	0.1552	0.0554123711340206
Mannua_Huetti.3046.nuc	0.0048	0.0970	0.0494845360824742
Mannua_Huetti.3047.nuc	0.0037	0.0544	0.0680147058823529
Mannua_Huetti.3048.nuc	0.0184	0.1886	0.0975609756097561
Mannua_Huetti.3049.nuc	0.0088	0.1687	0.052163604030824
Mannua_Huetti.305.nuc	0.0081	0.0441	0.183673469387755
Mannua_Huetti.3051.nuc	-0.0000	0.0390	0
Mannua_Huetti.3052.nuc	0.0158	0.0759	0.208168642951252
Mannua_Huetti.3053.nuc	0.0109	0.1514	0.0719947159841479
Mannua_Huetti.3054.nuc	0.0535	0.0876	0.610730593607306
Mannua_Huetti.3058.nuc	0.0035	0.0621	0.0563607085346216
Mannua_Huetti.306.nuc	0.0110	0.1088	0.101102941176471
Mannua_Huetti.3060.nuc	0.0121	0.0755	0.160264900662252
Mannua_Huetti.3061.nuc	0.0059	0.1331	0.0443275732531931
Mannua_Huetti.3062.nuc	0.0057	0.0478	0.119246861924686
Mannua_Huetti.3063.nuc	0.0153	0.0618	0.247572815533981
Mannua_Huetti.3064.nuc	0.0038	0.0778	0.0488431876606684
Mannua_Huetti.3066.nuc	0.0064	0.1541	0.0415314730694354
Mannua_Huetti.3067.nuc	0.0102	0.1077	0.0947075208913649
Mannua_Huetti.3068.nuc	0.0102	0.1953	0.0522273425499232
Mannua_Huetti.3069.nuc	0.0225	0.1432	0.157122905027933
Mannua_Huetti.307.nuc	0.0192	0.0634	0.302839116719243
Mannua_Huetti.3071.nuc	0.0153	0.0578	0.264705882352941
Mannua_Huetti.3072.nuc	0.0119	0.0459	0.259259259259259
Mannua_Huetti.3073.nuc	0.0184	0.0487	0.37782340862423
Mannua_Huetti.3074.nuc	0.0214	0.0966	0.221532091097308
Mannua_Huetti.3076.nuc	0.0264	0.2195	0.120273348519362
Mannua_Huetti.3077.nuc	0.0191	0.0928	0.205818965517241
Mannua_Huetti.3078.nuc	0.0256	0.2028	0.126232741617357
Mannua_Huetti.3079.nuc	0.0122	0.0923	0.132177681473456
Mannua_Huetti.308.nuc	0.0454	0.1109	0.409377817853922
Mannua_Huetti.3080.nuc	0.0308	0.1420	0.216901408450704
Mannua_Huetti.3081.nuc	-0.0000	0.1649	0
Mannua_Huetti.3082.nuc	0.0189	0.1423	0.13281799016163
Mannua_Huetti.3083.nuc	0.0023	0.0458	0.0502183406113537
Mannua_Huetti.3084.nuc	0.0099	0.0565	0.175221238938053
Mannua_Huetti.3085.nuc	0.0027	0.0923	0.0292524377031419
Mannua_Huetti.3086.nuc	0.0122	0.0887	0.137542277339346
Mannua_Huetti.3089.nuc	0.0168	0.1081	0.155411655874191
Mannua_Huetti.309.nuc	0.0113	0.0896	0.126116071428571
Mannua_Huetti.3090.nuc	0.0100	0.0594	0.168350168350168
Mannua_Huetti.3091.nuc	0.0145	0.0667	0.217391304347826
Mannua_Huetti.3092.nuc	0.0025	0.0789	0.0316856780735108
Mannua_Huetti.3093.nuc	0.0259	0.1656	0.156400966183575
Mannua_Huetti.3094.nuc	0.0088	0.0514	0.171206225680934
Mannua_Huetti.3096.nuc	0.0085	0.0712	0.11938202247191
Mannua_Huetti.3097.nuc	0.0084	0.0618	0.135922330097087
Mannua_Huetti.3098.nuc	0.0139	0.1612	0.0862282878411911
Mannua_Huetti.3099.nuc	0.0174	0.0934	0.186295503211991
Mannua_Huetti.31.nuc	0.0069	0.0316	0.218354430379747
Mannua_Huetti.310.nuc	0.0037	0.0699	0.0529327610872675
Mannua_Huetti.3100.nuc	0.0105	0.0830	0.126506024096386
Mannua_Huetti.3101.nuc	0.0136	0.1306	0.104134762633997
Mannua_Huetti.3102.nuc	0.0384	0.2510	0.152988047808765
Mannua_Huetti.3103.nuc	0.0271	0.1327	0.20422004521477
Mannua_Huetti.3104.nuc	0.0168	0.1384	0.121387283236994
Mannua_Huetti.3105.nuc	0.0042	0.0547	0.076782449725777
Mannua_Huetti.3106.nuc	0.0095	0.0488	0.194672131147541
Mannua_Huetti.3107.nuc	0.0069	0.0637	0.108320251177394
Mannua_Huetti.3108.nuc	0.0029	0.0564	0.0514184397163121
Mannua_Huetti.3109.nuc	0.0029	0.1169	0.0248075278015398
Mannua_Huetti.311.nuc	0.0040	0.1230	0.032520325203252
Mannua_Huetti.3112.nuc	0.0079	0.0503	0.157057654075547
Mannua_Huetti.3113.nuc	0.0017	0.1052	0.0161596958174905
Mannua_Huetti.3114.nuc	-0.0000	0.1090	0
Mannua_Huetti.3115.nuc	0.0069	0.0940	0.0734042553191489
Mannua_Huetti.3116.nuc	0.0070	0.1600	0.04375
Mannua_Huetti.3117.nuc	0.0236	0.0990	0.238383838383838
Mannua_Huetti.3118.nuc	0.0052	0.0626	0.0830670926517572
Mannua_Huetti.3119.nuc	0.0056	0.1324	0.0422960725075529
Mannua_Huetti.312.nuc	0.0108	0.0875	0.123428571428571
Mannua_Huetti.3120.nuc	0.0087	0.2590	0.0335907335907336
Mannua_Huetti.3121.nuc	0.0251	0.1296	0.193672839506173
Mannua_Huetti.3123.nuc	0.0237	0.1255	0.188844621513944
Mannua_Huetti.3124.nuc	0.0027	0.1281	0.0210772833723653
Mannua_Huetti.3125.nuc	0.0058	0.0592	0.097972972972973
Mannua_Huetti.3126.nuc	0.0089	0.0883	0.10079275198188
Mannua_Huetti.3127.nuc	0.0134	0.1219	0.109926168990976
Mannua_Huetti.3128.nuc	0.0478	0.1420	0.336619718309859
Mannua_Huetti.3129.nuc	-0.0000	0.0721	0
Mannua_Huetti.3132.nuc	0.0024	0.1077	0.0222841225626741
Mannua_Huetti.3133.nuc	0.0286	0.0441	0.648526077097506
Mannua_Huetti.3135.nuc	0.0111	0.0810	0.137037037037037
Mannua_Huetti.3137.nuc	0.0088	0.0662	0.132930513595166
Mannua_Huetti.3138.nuc	0.0459	0.1583	0.289955780164245
Mannua_Huetti.314.nuc	0.0376	0.0924	0.406926406926407
Mannua_Huetti.3140.nuc	0.0350	0.1392	0.251436781609195
Mannua_Huetti.3141.nuc	-0.0000	0.0579	0
Mannua_Huetti.3143.nuc	0.0024	0.0705	0.0340425531914894
Mannua_Huetti.3144.nuc	0.0117	0.1065	0.109859154929577
Mannua_Huetti.3145.nuc	0.0026	0.0467	0.0556745182012848
Mannua_Huetti.3146.nuc	0.0084	0.1729	0.048582995951417
Mannua_Huetti.3147.nuc	0.0046	0.1006	0.0457256461232604
Mannua_Huetti.3148.nuc	0.0204	0.1380	0.147826086956522
Mannua_Huetti.3149.nuc	0.0053	0.0684	0.0774853801169591
Mannua_Huetti.315.nuc	0.0097	0.0591	0.164128595600677
Mannua_Huetti.3150.nuc	0.0016	0.1220	0.0131147540983607
Mannua_Huetti.3151.nuc	0.0432	0.2050	0.210731707317073
Mannua_Huetti.3152.nuc	0.0392	0.1889	0.207517204870302
Mannua_Huetti.3153.nuc	0.0095	0.0589	0.161290322580645
Mannua_Huetti.3154.nuc	0.0085	0.1068	0.0795880149812734
Mannua_Huetti.3155.nuc	-0.0000	0.0421	0
Mannua_Huetti.3156.nuc	0.0172	0.1397	0.123120973514674
Mannua_Huetti.3157.nuc	0.0020	0.0666	0.03003003003003
Mannua_Huetti.3159.nuc	0.0393	0.1484	0.264824797843666
Mannua_Huetti.316.nuc	0.0063	0.0769	0.081924577373212
Mannua_Huetti.3160.nuc	0.0230	0.0761	0.302233902759527
Mannua_Huetti.3161.nuc	0.0194	0.0900	0.215555555555556
Mannua_Huetti.3162.nuc	0.0444	0.2172	0.204419889502762
Mannua_Huetti.3163.nuc	0.0095	0.1214	0.0782537067545305
Mannua_Huetti.3164.nuc	0.0142	0.0419	0.33890214797136
Mannua_Huetti.3165.nuc	0.0020	0.0153	0.130718954248366
Mannua_Huetti.3166.nuc	0.0041	0.0536	0.0764925373134328
Mannua_Huetti.3167.nuc	0.0250	0.1776	0.140765765765766
Mannua_Huetti.3169.nuc	0.0329	0.1210	0.271900826446281
Mannua_Huetti.317.nuc	0.0348	0.1327	0.26224566691786
Mannua_Huetti.3170.nuc	0.0155	0.0780	0.198717948717949
Mannua_Huetti.3171.nuc	0.0070	0.1726	0.0405561993047509
Mannua_Huetti.3172.nuc	0.0109	0.0905	0.120441988950276
Mannua_Huetti.3174.nuc	0.0109	0.1938	0.0562435500515996
Mannua_Huetti.3175.nuc	0.0037	0.0599	0.0617696160267112
Mannua_Huetti.3176.nuc	0.0249	0.1073	0.232059645852749
Mannua_Huetti.3177.nuc	0.0039	0.0682	0.0571847507331378
Mannua_Huetti.3178.nuc	0.0296	0.1410	0.209929078014184
Mannua_Huetti.3179.nuc	0.0159	0.0615	0.258536585365854
Mannua_Huetti.318.nuc	0.0273	0.1386	0.196969696969697
Mannua_Huetti.3180.nuc	0.0008	0.1116	0.00716845878136201
Mannua_Huetti.3182.nuc	0.0188	0.1319	0.142532221379833
Mannua_Huetti.3183.nuc	0.0179	0.0804	0.222636815920398
Mannua_Huetti.3185.nuc	0.0288	0.1692	0.170212765957447
Mannua_Huetti.3186.nuc	0.0267	0.1691	0.157894736842105
Mannua_Huetti.3187.nuc	0.0224	0.1535	0.145928338762215
Mannua_Huetti.3188.nuc	0.0133	0.0913	0.145673603504929
Mannua_Huetti.3189.nuc	0.0050	0.0740	0.0675675675675676
Mannua_Huetti.319.nuc	0.0263	0.1661	0.158338350391331
Mannua_Huetti.3190.nuc	0.0146	0.1513	0.0964970257766028
Mannua_Huetti.3191.nuc	0.0301	0.0838	0.359188544152745
Mannua_Huetti.3192.nuc	0.0293	0.0730	0.401369863013699
Mannua_Huetti.3193.nuc	0.0154	0.0748	0.205882352941176
Mannua_Huetti.3194.nuc	0.0017	0.0089	0.191011235955056
Mannua_Huetti.3195.nuc	0.0123	0.0764	0.160994764397906
Mannua_Huetti.3196.nuc	0.0349	0.1177	0.296516567544605
Mannua_Huetti.3197.nuc	0.0028	0.0308	0.0909090909090909
Mannua_Huetti.3198.nuc	0.0025	0.0862	0.0290023201856149
Mannua_Huetti.3199.nuc	0.0212	0.1104	0.192028985507246
Mannua_Huetti.320.nuc	0.0079	0.0324	0.243827160493827
Mannua_Huetti.3200.nuc	0.0277	0.2397	0.115561118064247
Mannua_Huetti.3201.nuc	0.0055	0.0540	0.101851851851852
Mannua_Huetti.3202.nuc	0.0083	0.1024	0.0810546875
Mannua_Huetti.3203.nuc	0.0048	0.0621	0.0772946859903382
Mannua_Huetti.3204.nuc	0.0135	0.0527	0.256166982922201
Mannua_Huetti.3205.nuc	0.0115	0.0676	0.170118343195266
Mannua_Huetti.3206.nuc	0.0016	0.0416	0.0384615384615385
Mannua_Huetti.3208.nuc	0.0134	0.1077	0.124419684308264
Mannua_Huetti.3209.nuc	0.0242	0.1203	0.201163757273483
Mannua_Huetti.3210.nuc	0.0065	0.1037	0.0626808100289296
Mannua_Huetti.3211.nuc	0.0180	0.0901	0.199778024417314
Mannua_Huetti.3212.nuc	0.0259	0.0512	0.505859375
Mannua_Huetti.3213.nuc	0.0111	0.0502	0.221115537848606
Mannua_Huetti.3215.nuc	0.0039	0.0446	0.0874439461883408
Mannua_Huetti.3217.nuc	0.0181	0.2925	0.0618803418803419
Mannua_Huetti.3218.nuc	0.0039	0.1270	0.0307086614173228
Mannua_Huetti.3219.nuc	0.0117	0.0857	0.136522753792299
Mannua_Huetti.322.nuc	0.0229	0.1154	0.19844020797227
Mannua_Huetti.3220.nuc	-0.0000	0.0463	0
Mannua_Huetti.3221.nuc	0.0018	0.1131	0.0159151193633952
Mannua_Huetti.3222.nuc	0.0075	0.1003	0.0747756729810568
Mannua_Huetti.3223.nuc	0.0299	0.1269	0.235618597320725
Mannua_Huetti.3224.nuc	0.0028	0.1086	0.0257826887661142
Mannua_Huetti.3225.nuc	0.0137	0.2215	0.0618510158013544
Mannua_Huetti.3226.nuc	0.0100	0.0740	0.135135135135135
Mannua_Huetti.3227.nuc	0.0077	0.1141	0.0674846625766871
Mannua_Huetti.3228.nuc	0.0183	0.0500	0.366
Mannua_Huetti.323.nuc	0.0089	0.1019	0.0873405299313052
Mannua_Huetti.3232.nuc	0.0202	0.1126	0.179396092362345
Mannua_Huetti.3233.nuc	0.0018	0.0703	0.0256045519203414
Mannua_Huetti.3235.nuc	0.0340	0.2793	0.121732903687791
