an_ric	an_ric_dn	an_ric_ds	an_ric_dnds
Mannua_Ricinus.2798.nuc	0.0684	0.4046	0.169055857637173
Mannua_Ricinus.28.nuc	0.1100	0.6751	0.162938823877944
Mannua_Ricinus.2801.nuc	0.0267	0.6287	0.0424685859710514
Mannua_Ricinus.2802.nuc	0.0347	0.3878	0.0894791129448169
Mannua_Ricinus.2803.nuc	0.0792	0.4736	0.16722972972973
Mannua_Ricinus.2807.nuc	0.0752	0.5431	0.138464371202357
Mannua_Ricinus.2810.nuc	0.0768	0.5454	0.140814081408141
Mannua_Ricinus.2819.nuc	0.0692	0.5874	0.117807286346612
Mannua_Ricinus.2823.nuc	0.1041	0.4518	0.230411686586985
Mannua_Ricinus.2828.nuc	0.0960	0.4315	0.222479721900348
Mannua_Ricinus.2829.nuc	0.0673	0.3470	0.193948126801153
Mannua_Ricinus.2834.nuc	0.0606	0.5376	0.112723214285714
Mannua_Ricinus.2836.nuc	0.1028	0.7810	0.131626120358515
Mannua_Ricinus.2838.nuc	0.0899	0.2960	0.303716216216216
Mannua_Ricinus.2839.nuc	0.0336	0.5930	0.0566610455311973
Mannua_Ricinus.284.nuc	0.0845	0.4712	0.179329371816638
Mannua_Ricinus.2841.nuc	0.1108	0.4758	0.23287095418243
Mannua_Ricinus.2842.nuc	0.0541	0.4864	0.111225328947368
Mannua_Ricinus.2848.nuc	0.0819	0.3775	0.216953642384106
Mannua_Ricinus.285.nuc	0.0756	0.9143	0.0826862080279996
Mannua_Ricinus.2850.nuc	0.1146	0.4148	0.276277724204436
Mannua_Ricinus.2851.nuc	0.1496	0.5851	0.255682789266792
Mannua_Ricinus.2852.nuc	0.0839	0.6666	0.125862586258626
Mannua_Ricinus.2853.nuc	0.1015	0.6624	0.153230676328502
Mannua_Ricinus.2854.nuc	0.0786	0.5063	0.155243926525775
Mannua_Ricinus.2855.nuc	0.1582	0.7625	0.207475409836066
Mannua_Ricinus.2856.nuc	0.0774	0.4003	0.193354983762178
Mannua_Ricinus.2860.nuc	0.1136	0.4524	0.251105216622458
Mannua_Ricinus.2862.nuc	0.1019	0.8872	0.11485572587917
Mannua_Ricinus.2864.nuc	0.0570	0.6219	0.0916546068499759
Mannua_Ricinus.2866.nuc	0.0303	0.5221	0.0580348592223712
Mannua_Ricinus.2867.nuc	0.0432	0.4762	0.0907181856362873
Mannua_Ricinus.2870.nuc	0.0714	0.7121	0.100266816458363
Mannua_Ricinus.2872.nuc	0.0836	0.4698	0.177948063005534
Mannua_Ricinus.2874.nuc	0.0479	0.5824	0.0822458791208791
Mannua_Ricinus.2875.nuc	0.1313	0.8038	0.163349091813884
Mannua_Ricinus.2876.nuc	0.0637	0.5787	0.110074304475549
Mannua_Ricinus.2877.nuc	0.0625	0.6281	0.0995064480178316
Mannua_Ricinus.2880.nuc	0.1247	0.3730	0.334316353887399
Mannua_Ricinus.2881.nuc	0.1351	0.5197	0.259957667885318
Mannua_Ricinus.2885.nuc	0.0887	0.4984	0.177969502407705
Mannua_Ricinus.2887.nuc	0.1040	0.5260	0.197718631178707
Mannua_Ricinus.2889.nuc	0.0623	0.3598	0.173151750972763
Mannua_Ricinus.2890.nuc	0.0217	0.6356	0.0341409691629956
Mannua_Ricinus.2891.nuc	0.0874	0.4163	0.209944751381215
Mannua_Ricinus.2894.nuc	0.0642	0.5599	0.114663332737989
Mannua_Ricinus.290.nuc	0.1047	1.1913	0.0878871820700075
Mannua_Ricinus.2900.nuc	0.0463	0.4307	0.10749941954957
Mannua_Ricinus.2901.nuc	0.0339	0.3546	0.0956006768189509
Mannua_Ricinus.2902.nuc	0.0480	0.3867	0.124127230411171
Mannua_Ricinus.2906.nuc	0.0497	0.5490	0.090528233151184
Mannua_Ricinus.2909.nuc	0.0336	0.7215	0.0465696465696466
Mannua_Ricinus.2910.nuc	0.0441	0.3835	0.114993481095176
Mannua_Ricinus.2913.nuc	0.0932	0.3763	0.247674727610949
Mannua_Ricinus.2917.nuc	0.1738	0.7911	0.219694096827203
Mannua_Ricinus.2918.nuc	0.0475	0.5298	0.0896564741411853
Mannua_Ricinus.292.nuc	0.0587	0.5656	0.103783592644979
Mannua_Ricinus.2920.nuc	0.1615	0.7666	0.210670493086355
Mannua_Ricinus.2922.nuc	0.0605	0.5476	0.110482103725347
Mannua_Ricinus.2923.nuc	0.0651	0.4463	0.14586600941071
Mannua_Ricinus.2926.nuc	0.0761	0.4807	0.158310796754733
Mannua_Ricinus.2929.nuc	0.1579	0.5298	0.298036995092488
Mannua_Ricinus.293.nuc	0.0657	0.3692	0.17795232936078
Mannua_Ricinus.2930.nuc	0.0513	0.6061	0.0846394984326019
Mannua_Ricinus.2931.nuc	0.0854	0.4840	0.176446280991736
Mannua_Ricinus.2932.nuc	0.0676	0.8771	0.0770721696499829
Mannua_Ricinus.2934.nuc	0.0855	0.6084	0.140532544378698
Mannua_Ricinus.2936.nuc	0.0924	0.3915	0.236015325670498
Mannua_Ricinus.2939.nuc	0.1123	0.5064	0.221761453396525
Mannua_Ricinus.2940.nuc	0.0552	0.6308	0.0875079264426125
Mannua_Ricinus.2943.nuc	0.0259	0.5820	0.0445017182130584
Mannua_Ricinus.2944.nuc	0.0475	0.5493	0.086473693792099
Mannua_Ricinus.2945.nuc	0.1744	0.6046	0.288455176976513
Mannua_Ricinus.2946.nuc	0.0632	0.2695	0.234508348794063
Mannua_Ricinus.2948.nuc	0.0421	0.4561	0.0923043192282394
Mannua_Ricinus.2949.nuc	0.1312	0.3856	0.340248962655602
Mannua_Ricinus.295.nuc	0.1032	0.4731	0.218135700697527
Mannua_Ricinus.2950.nuc	0.0497	0.4875	0.101948717948718
Mannua_Ricinus.2951.nuc	0.0676	0.5082	0.13301849665486
Mannua_Ricinus.2956.nuc	0.0620	0.4372	0.141811527904849
Mannua_Ricinus.2957.nuc	0.0714	0.5434	0.131394920868605
Mannua_Ricinus.2960.nuc	0.0428	0.4182	0.10234337637494
Mannua_Ricinus.2961.nuc	0.0219	0.5671	0.0386175277728796
Mannua_Ricinus.2963.nuc	0.0720	0.4317	0.166782487838777
Mannua_Ricinus.2964.nuc	0.0614	0.6259	0.0980987378175427
Mannua_Ricinus.2966.nuc	0.0976	0.5090	0.191748526522593
Mannua_Ricinus.2968.nuc	0.0956	0.4198	0.22772748928061
Mannua_Ricinus.2969.nuc	0.0281	0.5145	0.0546161321671526
Mannua_Ricinus.297.nuc	0.1482	0.6058	0.244635193133047
Mannua_Ricinus.2970.nuc	0.0431	0.5266	0.0818458032662362
Mannua_Ricinus.2973.nuc	0.0781	0.5767	0.135425697936535
Mannua_Ricinus.2975.nuc	0.0570	0.6921	0.082358040745557
Mannua_Ricinus.2977.nuc	0.0784	0.4777	0.16411974042286
Mannua_Ricinus.2982.nuc	0.0655	0.6130	0.106851549755302
Mannua_Ricinus.2984.nuc	0.0770	0.3377	0.228013029315961
Mannua_Ricinus.2989.nuc	0.0522	0.3870	0.134883720930233
Mannua_Ricinus.2992.nuc	0.0777	0.3206	0.24235807860262
Mannua_Ricinus.2994.nuc	0.0561	0.4884	0.114864864864865
Mannua_Ricinus.2995.nuc	0.0843	0.3904	0.21593237704918
Mannua_Ricinus.2996.nuc	0.0500	0.4521	0.11059500110595
Mannua_Ricinus.2997.nuc	0.0979	0.6439	0.152042242584252
Mannua_Ricinus.2998.nuc	0.0614	0.5527	0.111091007779989
Mannua_Ricinus.2999.nuc	0.0337	0.4720	0.0713983050847458
Mannua_Ricinus.30.nuc	0.0207	1.2328	0.0167910447761194
Mannua_Ricinus.300.nuc	0.1385	0.3876	0.357327141382869
Mannua_Ricinus.3002.nuc	0.0478	0.4830	0.0989648033126294
Mannua_Ricinus.3003.nuc	0.1073	0.4085	0.262668298653611
Mannua_Ricinus.3004.nuc	0.1025	0.3711	0.276205874427378
Mannua_Ricinus.3006.nuc	0.0548	0.5636	0.0972320794889993
Mannua_Ricinus.3007.nuc	0.0209	0.4204	0.0497145575642245
Mannua_Ricinus.301.nuc	0.1063	0.4308	0.246750232126277
Mannua_Ricinus.3010.nuc	0.0708	0.4374	0.161865569272977
Mannua_Ricinus.3011.nuc	0.1689	0.4839	0.349039057656541
Mannua_Ricinus.3012.nuc	0.0512	0.4957	0.10328827920113
Mannua_Ricinus.3016.nuc	0.1267	0.4840	0.261776859504132
Mannua_Ricinus.302.nuc	0.0989	0.3413	0.289774392030472
Mannua_Ricinus.3020.nuc	0.1681	0.8355	0.201196888090963
Mannua_Ricinus.3022.nuc	0.0959	0.4883	0.196395658406717
Mannua_Ricinus.3023.nuc	0.0046	0.5372	0.00856291883842144
Mannua_Ricinus.3028.nuc	0.1213	0.3937	0.308102616205232
Mannua_Ricinus.3029.nuc	0.0862	0.4679	0.184227399016884
Mannua_Ricinus.3034.nuc	0.0132	0.4865	0.0271325796505653
Mannua_Ricinus.3035.nuc	0.0189	0.5779	0.0327046201765011
Mannua_Ricinus.3036.nuc	0.0415	0.3209	0.129323776877532
Mannua_Ricinus.3038.nuc	0.1183	0.4441	0.266381445620356
Mannua_Ricinus.304.nuc	0.1030	0.4285	0.240373395565928
Mannua_Ricinus.3041.nuc	0.1212	0.4542	0.266842800528402
Mannua_Ricinus.3046.nuc	0.0483	0.7202	0.0670647042488198
Mannua_Ricinus.3047.nuc	0.0291	0.3635	0.0800550206327373
Mannua_Ricinus.3049.nuc	0.0437	0.5811	0.0752022027189813
Mannua_Ricinus.305.nuc	0.0432	0.3809	0.113415594644264
Mannua_Ricinus.3054.nuc	0.1746	0.4454	0.392007184553211
Mannua_Ricinus.3055.nuc	0.0385	1.4702	0.0261869133451231
Mannua_Ricinus.306.nuc	0.0514	0.5070	0.10138067061144
Mannua_Ricinus.3060.nuc	0.1174	0.4919	0.238666395608864
Mannua_Ricinus.3061.nuc	0.0549	0.6466	0.0849056603773585
Mannua_Ricinus.3062.nuc	0.0285	0.4417	0.0645234321937967
Mannua_Ricinus.3063.nuc	0.0779	0.4563	0.170721016874863
Mannua_Ricinus.3064.nuc	0.0588	0.4810	0.122245322245322
Mannua_Ricinus.3066.nuc	0.0380	0.4856	0.0782537067545305
Mannua_Ricinus.3067.nuc	0.0510	0.3338	0.152786099460755
Mannua_Ricinus.3069.nuc	0.0913	0.6156	0.148310591293047
Mannua_Ricinus.3071.nuc	0.0904	0.2943	0.307169554875977
Mannua_Ricinus.3072.nuc	0.0982	0.4845	0.202683178534572
Mannua_Ricinus.3074.nuc	0.0903	0.5824	0.155048076923077
Mannua_Ricinus.3075.nuc	0.1063	0.5047	0.210620170398256
Mannua_Ricinus.3076.nuc	0.1508	0.6676	0.225883762732175
Mannua_Ricinus.3077.nuc	0.0813	0.3668	0.22164667393675
Mannua_Ricinus.3078.nuc	0.1031	0.9659	0.106739828139559
Mannua_Ricinus.3079.nuc	0.0639	0.4416	0.144701086956522
Mannua_Ricinus.3081.nuc	0.0426	0.6588	0.0646630236794171
Mannua_Ricinus.3082.nuc	0.1409	0.4453	0.316415899393667
Mannua_Ricinus.3085.nuc	0.1399	0.7499	0.186558207761035
Mannua_Ricinus.3086.nuc	0.0655	0.3842	0.170484122852681
Mannua_Ricinus.3088.nuc	0.0804	0.4288	0.1875
Mannua_Ricinus.309.nuc	0.0653	0.4272	0.152855805243446
Mannua_Ricinus.3090.nuc	0.0842	0.4260	0.197652582159624
Mannua_Ricinus.3091.nuc	0.0485	0.3765	0.128818061088977
Mannua_Ricinus.3093.nuc	0.0957	0.9311	0.102781656105681
Mannua_Ricinus.3094.nuc	0.0731	0.4403	0.166023166023166
Mannua_Ricinus.3096.nuc	0.0478	0.5530	0.0864376130198915
Mannua_Ricinus.3097.nuc	0.0482	0.6211	0.0776042505232652
Mannua_Ricinus.3099.nuc	0.0369	0.4504	0.0819271758436945
Mannua_Ricinus.31.nuc	0.0817	0.3441	0.237430979366463
Mannua_Ricinus.3100.nuc	0.0641	0.4041	0.158624102944816
Mannua_Ricinus.3101.nuc	0.1397	0.4923	0.28377005890717
Mannua_Ricinus.3102.nuc	0.1178	0.9651	0.122059890166822
Mannua_Ricinus.3108.nuc	0.0437	0.4988	0.0876102646351243
Mannua_Ricinus.311.nuc	0.0493	1.0566	0.0466590952110543
Mannua_Ricinus.3110.nuc	0.1063	0.7042	0.150951434251633
Mannua_Ricinus.3112.nuc	0.0491	0.4819	0.101888358580618
Mannua_Ricinus.3114.nuc	0.0299	0.6320	0.0473101265822785
Mannua_Ricinus.3115.nuc	0.0545	0.3891	0.140066820868671
Mannua_Ricinus.3117.nuc	0.1134	0.5994	0.189189189189189
Mannua_Ricinus.3118.nuc	0.0475	0.4920	0.0965447154471545
Mannua_Ricinus.3119.nuc	0.0245	0.3480	0.0704022988505747
Mannua_Ricinus.3127.nuc	0.0987	0.4495	0.219577308120133
Mannua_Ricinus.3129.nuc	0.1027	0.5442	0.188717383314958
Mannua_Ricinus.313.nuc	0.1095	0.4430	0.247178329571106
Mannua_Ricinus.3132.nuc	0.0225	0.5847	0.0384812724474089
Mannua_Ricinus.3136.nuc	0.0413	0.4552	0.0907293497363796
Mannua_Ricinus.3137.nuc	0.0419	0.4025	0.104099378881988
Mannua_Ricinus.3139.nuc	0.0493	0.4100	0.120243902439024
Mannua_Ricinus.3144.nuc	0.1071	0.6790	0.157731958762887
Mannua_Ricinus.3145.nuc	0.0756	0.4603	0.164240712578753
Mannua_Ricinus.3146.nuc	0.0256	0.5653	0.0452856890146825
Mannua_Ricinus.3148.nuc	0.0506	0.3561	0.142094917158102
Mannua_Ricinus.3149.nuc	0.0506	0.4427	0.11429862209171
Mannua_Ricinus.3150.nuc	0.0278	0.5360	0.051865671641791
Mannua_Ricinus.3152.nuc	0.1196	0.4864	0.245888157894737
Mannua_Ricinus.3154.nuc	0.0815	0.4218	0.193219535324798
Mannua_Ricinus.3155.nuc	0.0367	0.3060	0.119934640522876
Mannua_Ricinus.3156.nuc	0.0708	0.5174	0.136838036335524
Mannua_Ricinus.3157.nuc	0.0793	0.6107	0.129850990666448
Mannua_Ricinus.3159.nuc	0.1245	0.5186	0.240069417662939
Mannua_Ricinus.3162.nuc	0.0913	0.4469	0.204296263146118
Mannua_Ricinus.3164.nuc	0.0574	0.3427	0.167493434490808
Mannua_Ricinus.3165.nuc	0.1024	0.5156	0.198603568657874
Mannua_Ricinus.3166.nuc	0.0624	0.9663	0.0645762185656628
Mannua_Ricinus.3171.nuc	0.0625	0.7656	0.0816353187042842
Mannua_Ricinus.3174.nuc	0.0957	0.7365	0.129938900203666
Mannua_Ricinus.3176.nuc	0.1321	0.5449	0.242429803633694
Mannua_Ricinus.3177.nuc	0.0293	0.4370	0.0670480549199085
Mannua_Ricinus.3180.nuc	0.0710	0.5701	0.124539554464129
Mannua_Ricinus.3181.nuc	0.0950	0.2638	0.360121304018196
Mannua_Ricinus.3183.nuc	0.1120	0.5144	0.217729393468118
Mannua_Ricinus.3187.nuc	0.1363	0.4637	0.293940047444468
Mannua_Ricinus.3188.nuc	0.0491	0.5469	0.0897787529712927
Mannua_Ricinus.319.nuc	0.1107	0.5059	0.218817948211109
Mannua_Ricinus.3191.nuc	0.0922	0.5491	0.167911127299217
Mannua_Ricinus.3192.nuc	0.1261	0.5307	0.237610702845299
Mannua_Ricinus.3197.nuc	0.0211	0.4212	0.0500949667616334
Mannua_Ricinus.3198.nuc	0.0600	0.5394	0.111234705228031
Mannua_Ricinus.32.nuc	0.0433	0.6134	0.0705901532442126
Mannua_Ricinus.320.nuc	0.1330	0.5399	0.246341915169476
Mannua_Ricinus.3201.nuc	0.0527	0.4033	0.13067195636003
Mannua_Ricinus.3202.nuc	0.0850	0.4073	0.208691382273508
Mannua_Ricinus.3204.nuc	0.0791	0.5377	0.147108052817556
Mannua_Ricinus.3205.nuc	0.0751	0.7345	0.102246426140231
Mannua_Ricinus.3217.nuc	0.0477	0.5589	0.0853462157809984
Mannua_Ricinus.3218.nuc	0.0673	0.5805	0.115934539190353
Mannua_Ricinus.322.nuc	0.0631	0.6590	0.0957511380880121
Mannua_Ricinus.3220.nuc	0.0673	0.4927	0.136594276435965
Mannua_Ricinus.3221.nuc	0.0154	0.5330	0.0288930581613508
Mannua_Ricinus.3222.nuc	0.0558	0.4516	0.12356067316209
Mannua_Ricinus.3225.nuc	0.1178	0.7214	0.163293595785972
Mannua_Ricinus.3227.nuc	0.1235	0.4145	0.29794933655006
Mannua_Ricinus.323.nuc	0.0691	0.5439	0.127045412759698
Mannua_Ricinus.3232.nuc	0.0993	0.5535	0.17940379403794
Mannua_Ricinus.3233.nuc	0.0397	0.4062	0.0977351058591827
Mannua_Ricinus.3242.nuc	0.0585	0.6227	0.0939457202505219
Mannua_Ricinus.3243.nuc	0.0701	0.5966	0.117499161917533
Mannua_Ricinus.3246.nuc	0.1197	0.3848	0.311070686070686
Mannua_Ricinus.3248.nuc	0.0820	0.4376	0.187385740402194
Mannua_Ricinus.325.nuc	0.0953	0.3297	0.289050652107977
Mannua_Ricinus.3252.nuc	0.0715	0.4490	0.15924276169265
Mannua_Ricinus.3253.nuc	0.0688	0.8548	0.0804866635470285
Mannua_Ricinus.3255.nuc	0.0762	0.3557	0.214225470902446
Mannua_Ricinus.3256.nuc	0.0892	0.5858	0.152270399453738
Mannua_Ricinus.3259.nuc	0.0974	0.4117	0.236580034005344
Mannua_Ricinus.326.nuc	0.0869	0.6987	0.124373837126091
Mannua_Ricinus.3260.nuc	0.0867	0.4492	0.193009795191451
Mannua_Ricinus.3265.nuc	0.2693	0.4254	0.633051245886225
Mannua_Ricinus.3269.nuc	0.1507	0.6115	0.246443172526574
Mannua_Ricinus.3270.nuc	0.0523	0.3844	0.136056191467222
Mannua_Ricinus.3272.nuc	0.1445	0.5931	0.24363513741359
Mannua_Ricinus.3273.nuc	0.0746	0.6002	0.1242919026991
Mannua_Ricinus.3274.nuc	0.0910	0.4569	0.199168308163712
Mannua_Ricinus.3275.nuc	0.0894	0.5661	0.157922628510864
Mannua_Ricinus.3277.nuc	0.0942	1.1691	0.0805748011290737
Mannua_Ricinus.3278.nuc	0.0328	0.3419	0.0959344837671834
Mannua_Ricinus.3282.nuc	0.1741	0.4071	0.427659051830017
Mannua_Ricinus.3283.nuc	0.0248	0.5069	0.0489248372460051
Mannua_Ricinus.3284.nuc	0.0066	0.3919	0.0168410308752233
Mannua_Ricinus.3286.nuc	0.0679	0.5336	0.127248875562219
Mannua_Ricinus.3288.nuc	0.0868	0.7989	0.108649392915258
Mannua_Ricinus.3289.nuc	0.1044	0.5813	0.179597453982453
Mannua_Ricinus.3290.nuc	0.0045	0.4244	0.0106032045240339
Mannua_Ricinus.3292.nuc	0.0924	0.6248	0.147887323943662
Mannua_Ricinus.3293.nuc	0.0395	0.4807	0.0821718327439151
Mannua_Ricinus.3295.nuc	0.1029	0.4890	0.210429447852761
Mannua_Ricinus.3299.nuc	0.1079	0.4450	0.24247191011236
Mannua_Ricinus.33.nuc	0.0981	0.7395	0.132657200811359
Mannua_Ricinus.3300.nuc	0.1690	0.5606	0.301462718515876
Mannua_Ricinus.3303.nuc	0.0827	0.6305	0.13116574147502
Mannua_Ricinus.3304.nuc	0.0898	0.3020	0.297350993377483
Mannua_Ricinus.331.nuc	0.0867	0.4031	0.21508310592905
Mannua_Ricinus.3310.nuc	0.1036	0.6269	0.165257616844792
Mannua_Ricinus.3311.nuc	0.1364	0.4694	0.290583723902855
Mannua_Ricinus.3313.nuc	0.0977	0.7045	0.138679914833215
Mannua_Ricinus.3314.nuc	0.1538	0.3621	0.424744545705606
Mannua_Ricinus.3317.nuc	0.0621	0.4301	0.144385026737968
Mannua_Ricinus.3318.nuc	0.0779	0.5510	0.141379310344828
Mannua_Ricinus.3319.nuc	0.0610	0.4834	0.126189491104675
Mannua_Ricinus.3321.nuc	0.1315	0.4530	0.290286975717439
Mannua_Ricinus.3322.nuc	0.1423	0.5266	0.270224078997341
Mannua_Ricinus.3325.nuc	0.0297	0.6182	0.0480427046263345
Mannua_Ricinus.3326.nuc	0.0453	0.5312	0.0852786144578313
Mannua_Ricinus.3327.nuc	0.0443	0.5248	0.0844131097560975
Mannua_Ricinus.3331.nuc	0.1305	0.5798	0.22507761296999
Mannua_Ricinus.3333.nuc	0.1470	0.7816	0.188075742067554
Mannua_Ricinus.3336.nuc	0.0935	0.3143	0.297486477887369
Mannua_Ricinus.3338.nuc	0.0227	0.4327	0.0524612895770742
Mannua_Ricinus.334.nuc	0.0595	0.3247	0.183246073298429
Mannua_Ricinus.3340.nuc	0.1212	0.3971	0.305212792747419
Mannua_Ricinus.3342.nuc	0.0511	0.5291	0.0965790965790966
Mannua_Ricinus.3344.nuc	0.0839	0.9900	0.0847474747474748
Mannua_Ricinus.3347.nuc	0.0793	0.4180	0.189712918660287
Mannua_Ricinus.3348.nuc	0.0721	1.6404	0.0439526944647647
Mannua_Ricinus.3349.nuc	0.0871	0.7652	0.11382645060115
Mannua_Ricinus.3353.nuc	0.1686	0.5269	0.319984816853293
Mannua_Ricinus.3354.nuc	0.0700	0.5031	0.139137348439674
Mannua_Ricinus.3357.nuc	0.0794	2.6747	0.0296855722137062
Mannua_Ricinus.3359.nuc	0.1203	0.4077	0.295069904341428
Mannua_Ricinus.3361.nuc	0.0229	0.5795	0.0395168248490078
Mannua_Ricinus.3363.nuc	0.0820	0.3292	0.249088699878493
Mannua_Ricinus.3367.nuc	0.1127	0.5383	0.209362808842653
Mannua_Ricinus.3370.nuc	0.1633	0.3789	0.430984428609132
Mannua_Ricinus.3372.nuc	0.0405	0.3972	0.101963746223565
Mannua_Ricinus.3374.nuc	0.1515	0.9522	0.159105229993699
Mannua_Ricinus.3378.nuc	0.1113	0.4487	0.24804992199688
Mannua_Ricinus.3381.nuc	0.0502	0.4068	0.123402163225172
Mannua_Ricinus.3382.nuc	0.0236	0.3050	0.0773770491803279
Mannua_Ricinus.3387.nuc	0.0639	0.5622	0.113660618996798
Mannua_Ricinus.3390.nuc	0.0514	0.3456	0.148726851851852
Mannua_Ricinus.3392.nuc	0.0640	0.4924	0.129975629569456
Mannua_Ricinus.3393.nuc	0.0650	0.4015	0.161892901618929
Mannua_Ricinus.3396.nuc	0.1418	0.6219	0.2280109342338
Mannua_Ricinus.3397.nuc	0.1138	0.5882	0.193471608296498
Mannua_Ricinus.34.nuc	0.0878	0.5376	0.163318452380952
Mannua_Ricinus.3401.nuc	0.0660	0.4848	0.136138613861386
Mannua_Ricinus.3402.nuc	0.1143	0.4632	0.246761658031088
Mannua_Ricinus.3403.nuc	0.0586	0.9011	0.0650316280102097
Mannua_Ricinus.3405.nuc	0.0667	0.7398	0.0901595025682617
Mannua_Ricinus.3406.nuc	0.0217	0.4051	0.0535670204887682
Mannua_Ricinus.3407.nuc	0.0143	0.3174	0.0450535601764335
Mannua_Ricinus.3409.nuc	0.0721	0.6006	0.12004662004662
Mannua_Ricinus.3411.nuc	0.0446	0.3278	0.136058572300183
Mannua_Ricinus.3413.nuc	0.0251	0.6826	0.0367711690594785
Mannua_Ricinus.3414.nuc	0.0396	0.4620	0.0857142857142857
Mannua_Ricinus.3415.nuc	0.0382	0.5729	0.0666783033688253
Mannua_Ricinus.3416.nuc	0.1609	0.5084	0.316483084185681
Mannua_Ricinus.342.nuc	0.0636	0.2632	0.241641337386018
Mannua_Ricinus.3421.nuc	0.1270	0.5119	0.248095331119359
Mannua_Ricinus.3423.nuc	0.1025	0.5729	0.178914295688602
Mannua_Ricinus.3426.nuc	0.0976	0.5877	0.166071124723498
Mannua_Ricinus.3427.nuc	0.0361	0.3935	0.0917407878017789
Mannua_Ricinus.3428.nuc	0.0690	0.6267	0.110100526567736
Mannua_Ricinus.3436.nuc	0.0563	0.7033	0.0800511872600597
Mannua_Ricinus.3438.nuc	0.0596	0.4314	0.138154844691701
Mannua_Ricinus.3441.nuc	0.0902	0.4989	0.180797755061134
Mannua_Ricinus.3444.nuc	0.1090	0.3608	0.302106430155211
Mannua_Ricinus.3445.nuc	0.0752	0.9088	0.0827464788732394
Mannua_Ricinus.3447.nuc	0.2536	0.8045	0.315226848974518
Mannua_Ricinus.3448.nuc	0.0932	0.6081	0.153264265745766
Mannua_Ricinus.3449.nuc	0.1019	0.6732	0.15136660724896
Mannua_Ricinus.3452.nuc	0.0995	0.5738	0.173405367723946
Mannua_Ricinus.3454.nuc	0.0149	0.5295	0.0281397544853636
Mannua_Ricinus.3455.nuc	0.0662	0.4191	0.157957528036268
Mannua_Ricinus.3459.nuc	0.0709	0.9167	0.0773426420857423
Mannua_Ricinus.346.nuc	0.0976	0.5079	0.192163811773971
Mannua_Ricinus.3468.nuc	0.0420	0.2958	0.141987829614604
Mannua_Ricinus.3469.nuc	0.0154	0.5911	0.0260531212992725
Mannua_Ricinus.347.nuc	0.0319	0.4653	0.0685579196217494
Mannua_Ricinus.3472.nuc	0.0518	0.3399	0.152397764048249
Mannua_Ricinus.3473.nuc	0.0635	0.4703	0.135020199872422
Mannua_Ricinus.3475.nuc	0.0321	0.6191	0.0518494588919399
Mannua_Ricinus.3476.nuc	0.0888	0.3517	0.252487915837361
Mannua_Ricinus.3477.nuc	0.0328	3.4332	0.00955376907841081
Mannua_Ricinus.3478.nuc	0.0265	0.4132	0.0641335914811229
Mannua_Ricinus.3479.nuc	0.1087	0.5026	0.216275368085953
Mannua_Ricinus.3484.nuc	0.0405	0.3844	0.105359001040583
Mannua_Ricinus.3486.nuc	0.0598	0.5402	0.110699740836727
Mannua_Ricinus.3489.nuc	0.0655	0.7038	0.0930662119920432
Mannua_Ricinus.349.nuc	0.1145	0.6261	0.182878134483309
Mannua_Ricinus.3490.nuc	0.0437	0.3746	0.116657768286172
Mannua_Ricinus.3493.nuc	0.0574	0.4340	0.132258064516129
Mannua_Ricinus.35.nuc	0.0355	0.4694	0.0756284618662122
Mannua_Ricinus.350.nuc	0.0467	0.3812	0.122507869884575
Mannua_Ricinus.3501.nuc	0.0738	0.3420	0.215789473684211
Mannua_Ricinus.3503.nuc	0.1306	0.5225	0.249952153110048
Mannua_Ricinus.3507.nuc	0.0513	0.3770	0.136074270557029
Mannua_Ricinus.3508.nuc	0.1131	1.1607	0.0974411992762988
Mannua_Ricinus.351.nuc	0.0698	0.4831	0.144483543779756
Mannua_Ricinus.3510.nuc	0.1042	0.6263	0.166373942200224
Mannua_Ricinus.3511.nuc	0.1220	0.5561	0.219385002697357
Mannua_Ricinus.3513.nuc	0.0651	0.4606	0.141337386018237
Mannua_Ricinus.3517.nuc	0.0535	0.5179	0.103301795713458
Mannua_Ricinus.3518.nuc	0.0693	0.5356	0.129387602688574
Mannua_Ricinus.352.nuc	0.0639	0.5654	0.113017332861691
Mannua_Ricinus.3520.nuc	0.0953	0.4467	0.213342287888964
Mannua_Ricinus.3522.nuc	0.0865	0.4185	0.206690561529271
Mannua_Ricinus.3523.nuc	0.0414	0.4193	0.0987359885523491
Mannua_Ricinus.3527.nuc	0.0838	0.5433	0.154242591570035
Mannua_Ricinus.353.nuc	0.0298	0.2771	0.107542403464453
Mannua_Ricinus.3530.nuc	0.0403	0.6627	0.0608118303908254
Mannua_Ricinus.3534.nuc	0.1372	0.3287	0.417401886218436
Mannua_Ricinus.3536.nuc	0.0765	0.4824	0.158582089552239
Mannua_Ricinus.3537.nuc	0.0244	0.4081	0.0597892673364371
Mannua_Ricinus.3539.nuc	0.1062	0.7265	0.146180316586373
Mannua_Ricinus.3540.nuc	0.0282	0.3732	0.0755627009646302
Mannua_Ricinus.3541.nuc	0.0509	0.3986	0.127696939287506
Mannua_Ricinus.3542.nuc	0.1113	0.5029	0.221316365082521
Mannua_Ricinus.3543.nuc	0.0921	0.7798	0.118107206976148
Mannua_Ricinus.3544.nuc	0.1040	0.5363	0.193921312698117
Mannua_Ricinus.3545.nuc	0.1245	0.6607	0.188436506735281
